Disease,dataset,n_genes_total,n_genes_with_pubmed,coverage_pubmed,median_pubmed,mean_pubmed,p90_pubmed,gini_pubmed,median_rank,frac_in_top500,frac_in_top2000,frac_in_top10000,top_genes
Guillain-Barre syndrome,knowledge_filtered,1,1,1.0,6439.0,6439.0,6439.0,0.0,3.0,1.0,1.0,1.0,TNF(6439)
Camurati-Engelmann disease,knowledge_filtered,1,1,1.0,5005.0,5005.0,5005.0,0.0,7.0,1.0,1.0,1.0,TGFB1(5005)
Anencephaly,knowledge_filtered,1,1,1.0,3862.0,3862.0,3862.0,0.0,9.0,1.0,1.0,1.0,MTHFR(3862)
Spina bifida,knowledge_filtered,1,1,1.0,3862.0,3862.0,3862.0,0.0,9.0,1.0,1.0,1.0,MTHFR(3862)
Proteus syndrome,knowledge_filtered,1,1,1.0,3744.0,3744.0,3744.0,0.0,10.0,1.0,1.0,1.0,AKT1(3744)
Pilomatrixoma,knowledge_filtered,1,1,1.0,3354.0,3354.0,3354.0,0.0,16.0,1.0,1.0,1.0,CTNNB1(3354)
Bannayan-Riley-Ruvalcaba syndrome,knowledge_filtered,1,1,1.0,2819.0,2819.0,2819.0,0.0,23.0,1.0,1.0,1.0,PTEN(2819)
Erdheim-Chester disease,knowledge_filtered,1,1,1.0,2743.0,2743.0,2743.0,0.0,26.0,1.0,1.0,1.0,BRAF(2743)
Androgenic alopecia,knowledge_filtered,1,1,1.0,2708.0,2708.0,2708.0,0.0,27.0,1.0,1.0,1.0,AR(2708)
Kennedy's disease,knowledge_filtered,1,1,1.0,2708.0,2708.0,2708.0,0.0,27.0,1.0,1.0,1.0,AR(2708)
Androgen insensitivity syndrome,knowledge_filtered,1,1,1.0,2708.0,2708.0,2708.0,0.0,27.0,1.0,1.0,1.0,AR(2708)
AH Amyloidosis,knowledge_filtered,2,2,1.0,2668.5,2668.5,4712.9,0.4788270563987258,2130.5,0.5,0.5,1.0,APOE(5224); APCS(113)
AHL Amyloidosis,knowledge_filtered,2,2,1.0,2668.5,2668.5,4712.9,0.4788270563987258,2130.5,0.5,0.5,1.0,APOE(5224); APCS(113)
Lewy body dementia,knowledge_filtered,5,4,0.8,2250.0,2598.6,4409.2,0.34544754868005845,44.0,0.8,0.8,1.0,APOE(5224); APP(3187); SNCA(2250); SNCA(2250); SNCB(82)
Pick's disease,knowledge_filtered,1,1,1.0,2219.0,2219.0,2219.0,0.0,47.0,1.0,1.0,1.0,MAPT(2219)
Progressive supranuclear palsy,knowledge_filtered,1,1,1.0,2219.0,2219.0,2219.0,0.0,47.0,1.0,1.0,1.0,MAPT(2219)
Stevens-Johnson syndrome,knowledge_filtered,1,1,1.0,2215.0,2215.0,2215.0,0.0,48.0,1.0,1.0,1.0,HLA-B(2215)
Desmoid tumor,knowledge_filtered,2,2,1.0,2186.5,2186.5,3120.5,0.26697919048707974,85.5,1.0,1.0,1.0,CTNNB1(3354); APC(1019)
Congenital bilateral absence of vas deferens,knowledge_filtered,1,1,1.0,1944.0,1944.0,1944.0,0.0,59.0,1.0,1.0,1.0,CFTR(1944)
Rosacea,knowledge_filtered,4,4,1.0,1913.0,1883.0,2688.6,0.22583643122676578,61.5,1.0,1.0,1.0,HLA-DRB1(2868); GSTM1(2270); HLA-DQB1(1556); HLA-DQA1(838)
Congenital leptin deficiency,knowledge_filtered,1,1,1.0,1911.0,1911.0,1911.0,0.0,60.0,1.0,1.0,1.0,LEP(1911)
Hyper IgE recurrent infection syndrome 1,knowledge_filtered,2,2,1.0,1857.0,1857.0,3322.6,0.4932687129779214,6763.0,0.5,0.5,0.5,STAT3(3689); ZNF341(25)
Head and neck squamous cell carcinoma,knowledge_filtered,7,7,1.0,1717.0,3055.4285714285716,6334.600000000003,0.5277592241310215,68.0,0.8571428571428571,0.8571428571428571,1.0,TP53(11608); PTEN(2819); CDKN2A(2695); PIK3CA(1717); NOTCH1(1587)
Klippel-Trenaunay syndrome,knowledge_filtered,1,1,1.0,1717.0,1717.0,1717.0,0.0,68.0,1.0,1.0,1.0,PIK3CA(1717)
Large congenital melanocytic nevus,knowledge_filtered,2,2,1.0,1710.0,1710.0,2536.4,0.302046783625731,174.5,1.0,1.0,1.0,BRAF(2743); NRAS(677)
Li-Fraumeni syndrome,knowledge_filtered,4,4,1.0,1692.0,4592.833333333333,11608.0,0.5531746319749368,171.5,0.8333333333333334,1.0,1.0,TP53(11608); TP53(11608); CDKN2A(2695); CHEK2(689); CHEK2(689)
Herpes zoster,knowledge_filtered,7,7,1.0,1667.0,1770.4285714285713,3566.6,0.43017371557676565,71.0,0.7142857142857143,0.7142857142857143,1.0,STAT3(3689); IL10(3485); HLA-B(2215); HLA-A(1667); STAT1(1144)
Cardiofaciocutaneous syndrome,knowledge_filtered,4,4,1.0,1633.0,1644.0,2953.7000000000003,0.4012317518248175,259.0,0.75,1.0,1.0,KRAS(3044); BRAF(2743); MAP2K1(523); MAP2K2(266)
Ataxia telangiectasia,knowledge_filtered,1,1,1.0,1572.0,1572.0,1572.0,0.0,79.0,1.0,1.0,1.0,ATM(1572)
obsessive-compulsive disorder,knowledge_filtered,2,2,1.0,1567.5,1567.5,2234.3,0.26586921850079737,164.0,1.0,1.0,1.0,SLC6A4(2401); HTR2A(734)
Lyme disease,knowledge_filtered,2,2,1.0,1546.0,1546.0,2603.6,0.427554980595084,926.0,0.5,1.0,1.0,HLA-DRB1(2868); TLR1(224)
Weaver syndrome,knowledge_filtered,1,1,1.0,1545.0,1545.0,1545.0,0.0,83.0,1.0,1.0,1.0,EZH2(1545)
Prothrombin thrombophilia,knowledge_filtered,1,1,1.0,1486.0,1486.0,1486.0,0.0,89.0,1.0,1.0,1.0,F2(1486)
Prothrombin deficiency,knowledge_filtered,1,1,1.0,1486.0,1486.0,1486.0,0.0,89.0,1.0,1.0,1.0,F2(1486)
Frontotemporal dementia,knowledge_filtered,2,2,1.0,1413.5,1413.5,2057.9,0.2849310222851078,218.0,1.0,1.0,1.0,MAPT(2219); GRN(608)
Lymphoplasmacytic lymphoma,knowledge_filtered,2,2,1.0,1396.0,1396.0,2019.2,0.27901146131805166,214.0,1.0,1.0,1.0,CXCR4(2175); MYD88(617)
Factor V deficiency,knowledge_filtered,1,1,1.0,1343.0,1343.0,1343.0,0.0,100.0,1.0,1.0,1.0,F5(1343)
Blepharocheilodontic syndrome,knowledge_filtered,2,2,1.0,1341.5,1341.5,2053.9,0.3319045844204249,327.5,0.5,1.0,1.0,CDH1(2232); CTNND1(451)
Hereditary diffuse gastric cancer,knowledge_filtered,2,2,1.0,1267.0,1267.0,2039.0,0.38082083662194166,597.0,0.5,1.0,1.0,CDH1(2232); CTNNA1(302)
Celiac disease,knowledge_filtered,2,2,1.0,1197.0,1197.0,1484.2,0.1499582289055974,150.5,1.0,1.0,1.0,HLA-DQB1(1556); HLA-DQA1(838)
Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,knowledge_filtered,1,1,1.0,1169.0,1169.0,1169.0,0.0,125.0,1.0,1.0,1.0,FOXP3(1169)
Multiple system atrophy,knowledge_filtered,2,2,1.0,1150.0,1150.0,2030.0,0.4782608695652173,4535.5,0.5,0.5,1.0,SNCA(2250); COQ2(50)
Polycythemia vera,knowledge_filtered,2,2,1.0,1137.5,1137.5,1670.7,0.29296703296703286,319.0,0.5,1.0,1.0,JAK2(1804); TET2(471)
Fibromyalgia,knowledge_filtered,5,5,1.0,1126.0,1277.0,2269.8,0.3783241973375098,133.0,0.8,0.8,1.0,SLC6A4(2401); COMT(2073); ADRB2(1126); HTR2A(734); TAAR1(51)
Congenital muscular dystrophy due to LMNA mutation,knowledge_filtered,1,1,1.0,1073.0,1073.0,1073.0,0.0,145.0,1.0,1.0,1.0,LMNA(1073)
Progeria,knowledge_filtered,1,1,1.0,1073.0,1073.0,1073.0,0.0,145.0,1.0,1.0,1.0,LMNA(1073)
Von Willebrand's disease,knowledge_filtered,1,1,1.0,1033.0,1033.0,1033.0,0.0,151.0,1.0,1.0,1.0,VWF(1033)
Localized insulin-derived Amyloidosis,knowledge_filtered,5,5,1.0,1031.0,1544.0,3584.8,0.5762694300518134,152.0,0.6,0.8,1.0,APOE(5224); APOA1(1126); INS(1031); APOA4(226); APCS(113)
Familial adenomatous polyposis,knowledge_filtered,1,1,1.0,1019.0,1019.0,1019.0,0.0,155.0,1.0,1.0,1.0,APC(1019)
Rubinstein-Taybi syndrome,knowledge_filtered,3,3,1.0,1007.0,848.6666666666666,1315.0,0.3260015710919089,159.0,0.6666666666666666,0.6666666666666666,1.0,EP300(1392); CREBBP(1007); AARS1(147)
Blau syndrome,knowledge_filtered,1,1,1.0,1001.0,1001.0,1001.0,0.0,160.0,1.0,1.0,1.0,NOD2(1001)
Multiple endocrine neoplasia,knowledge_filtered,3,3,1.0,994.0,828.6666666666666,1082.8,0.19254491820863504,163.0,0.6666666666666666,1.0,1.0,CDKN1B(1105); RET(994); MEN1(387)
Primary hypoalphalipoproteinemia 1,knowledge_filtered,2,2,1.0,987.5,987.5,1098.3,0.07012658227848112,175.5,1.0,1.0,1.0,APOA1(1126); ABCA1(849)
ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,knowledge_filtered,1,1,1.0,963.0,963.0,963.0,0.0,175.0,1.0,1.0,1.0,TP63(963)
Type 1 diabetes mellitus,knowledge_filtered,14,14,1.0,934.5,1287.357142857143,2500.5000000000014,0.4982561964473966,186.5,0.7857142857142857,0.7857142857142857,1.0,IL6(5459); HLA-DRB1(2868); CCR5(1643); HLA-DQB1(1556); CTLA4(1335)
Von Hippel-Lindau disease,knowledge_filtered,1,1,1.0,916.0,916.0,916.0,0.0,195.0,1.0,1.0,1.0,VHL(916)
Fragile X-associated tremor/ataxia syndrome,knowledge_filtered,1,1,1.0,914.0,914.0,914.0,0.0,197.0,1.0,1.0,1.0,FMR1(914)
Primary ovarian insufficiency 1,knowledge_filtered,1,1,1.0,914.0,914.0,914.0,0.0,197.0,1.0,1.0,1.0,FMR1(914)
Fragile X syndrome,knowledge_filtered,1,1,1.0,914.0,914.0,914.0,0.0,197.0,1.0,1.0,1.0,FMR1(914)
Autoimmune thyroiditis,knowledge_filtered,6,6,1.0,879.0,1083.8333333333333,2101.5,0.4325439540724794,266.0,0.6666666666666666,1.0,1.0,HLA-DRB1(2868); CTLA4(1335); FOXP3(1169); PTPN22(589); SLC26A4(331)
Hereditary sensory neuropathy type 1E,knowledge_filtered,1,1,1.0,877.0,877.0,877.0,0.0,206.0,1.0,1.0,1.0,DNMT1(877)
SHORT syndrome,knowledge_filtered,1,1,1.0,872.0,872.0,872.0,0.0,207.0,1.0,1.0,1.0,PIK3R1(872)
Sickle cell disease,knowledge_filtered,1,1,1.0,871.0,871.0,871.0,0.0,209.0,1.0,1.0,1.0,HBB(871)
Beta thalassemia,knowledge_filtered,1,1,1.0,871.0,871.0,871.0,0.0,209.0,1.0,1.0,1.0,HBB(871)
Dopamine transporter deficiency syndrome,knowledge_filtered,1,1,1.0,868.0,868.0,868.0,0.0,210.0,1.0,1.0,1.0,SLC6A3(868)
Gerstmann-Straussler-Scheinker syndrome,knowledge_filtered,3,3,1.0,863.0,1550.0,2722.2000000000003,0.3708960573476703,211.0,1.0,1.0,1.0,APP(3187); PRNP(863); YWHAE(600)
Variably Protease-Sensitive Prionopathy,knowledge_filtered,1,1,1.0,863.0,863.0,863.0,0.0,211.0,1.0,1.0,1.0,PRNP(863)
Fatal familial insomnia,knowledge_filtered,1,1,1.0,863.0,863.0,863.0,0.0,211.0,1.0,1.0,1.0,PRNP(863)
Kuru,knowledge_filtered,1,1,1.0,863.0,863.0,863.0,0.0,211.0,1.0,1.0,1.0,PRNP(863)
Prion disease,knowledge_filtered,1,1,1.0,863.0,863.0,863.0,0.0,211.0,1.0,1.0,1.0,PRNP(863)
Vohwinkel syndrome,knowledge_filtered,2,1,0.5,860.0,860.0,860.0,0.0,214.0,1.0,1.0,1.0,GJB2(860)
Bart-Pumphrey syndrome,knowledge_filtered,1,1,1.0,860.0,860.0,860.0,0.0,214.0,1.0,1.0,1.0,GJB2(860)
Palmoplantar keratoderma-deafness syndrome,knowledge_filtered,2,1,0.5,860.0,860.0,860.0,0.0,214.0,1.0,1.0,1.0,GJB2(860)
Caffey disease,knowledge_filtered,1,1,1.0,856.0,856.0,856.0,0.0,216.0,1.0,1.0,1.0,COL1A1(856)
Tangier disease,knowledge_filtered,1,1,1.0,849.0,849.0,849.0,0.0,219.0,1.0,1.0,1.0,ABCA1(849)
Aromatase excess syndrome,knowledge_filtered,1,1,1.0,833.0,833.0,833.0,0.0,227.0,1.0,1.0,1.0,CYP19A1(833)
Familial hypercholesterolemia,knowledge_filtered,4,4,1.0,830.5,670.5,931.3,0.25633855331841904,231.0,0.75,0.75,1.0,APOB(949); LDLR(890); PCSK9(771); LDLRAP1(72)
Glanzmann's thrombasthenia,knowledge_filtered,2,2,1.0,830.5,830.5,1142.1,0.23449729078868153,373.0,0.5,1.0,1.0,ITGB3(1220); ITGA2B(441)
Costello syndrome,knowledge_filtered,1,1,1.0,823.0,823.0,823.0,0.0,233.0,1.0,1.0,1.0,HRAS(823)
Noonan syndrome with multiple lentigines,knowledge_filtered,4,4,1.0,820.0,1226.5,2201.2000000000003,0.35130452507134124,242.5,1.0,1.0,1.0,BRAF(2743); PTPN11(937); RAF1(703); MAP2K1(523)
Syndromic microphthalmia 3,knowledge_filtered,1,1,1.0,815.0,815.0,815.0,0.0,238.0,1.0,1.0,1.0,SOX2(815)
Paget's disease of bone 5,knowledge_filtered,1,1,1.0,804.0,804.0,804.0,0.0,244.0,1.0,1.0,1.0,TNFRSF11B(804)
Piebaldism,knowledge_filtered,2,2,1.0,795.5,795.5,1095.9,0.23601508485229417,401.0,0.5,1.0,1.0,KIT(1171); SNAI2(420)
Huntington's disease,knowledge_filtered,1,1,1.0,793.0,793.0,793.0,0.0,249.0,1.0,1.0,1.0,HTT(793); HTT(793)
Familial lipoprotein lipase deficiency,knowledge_filtered,1,1,1.0,784.0,784.0,784.0,0.0,255.0,1.0,1.0,1.0,LPL(784)
Oculodentodigital dysplasia,knowledge_filtered,1,1,1.0,769.0,769.0,769.0,0.0,262.0,1.0,1.0,1.0,GJA1(769)
Epidermal nevus,knowledge_filtered,6,6,1.0,767.0,1264.5,2380.5,0.33779271561003466,267.0,1.0,1.0,1.0,KRAS(3044); PIK3CA(1717); HRAS(823); FGFR2(711); NRAS(677)
Alpha 1-antitrypsin deficiency,knowledge_filtered,1,1,1.0,760.0,760.0,760.0,0.0,267.0,1.0,1.0,1.0,SERPINA1(760)
WAGR syndrome,knowledge_filtered,3,3,1.0,758.0,1245.6666666666667,2198.8,0.38158951030238164,269.0,0.6666666666666666,1.0,1.0,BDNF(2559); WT1(758); PAX6(420)
Frasier syndrome,knowledge_filtered,1,1,1.0,758.0,758.0,758.0,0.0,269.0,1.0,1.0,1.0,WT1(758)
Denys-Drash syndrome,knowledge_filtered,1,1,1.0,758.0,758.0,758.0,0.0,269.0,1.0,1.0,1.0,WT1(758)
Osteoglophonic dysplasia,knowledge_filtered,1,1,1.0,758.0,758.0,758.0,0.0,268.0,1.0,1.0,1.0,FGFR1(758)
Gilbert syndrome,knowledge_filtered,1,1,1.0,750.0,750.0,750.0,0.0,274.0,1.0,1.0,1.0,UGT1A1(750)
Crigler-Najjar syndrome,knowledge_filtered,1,1,1.0,750.0,750.0,750.0,0.0,274.0,1.0,1.0,1.0,UGT1A1(750)
Saethre-Chotzen syndrome,knowledge_filtered,1,1,1.0,748.0,748.0,748.0,0.0,278.0,1.0,1.0,1.0,TWIST1(748)
Donohue syndrome,knowledge_filtered,1,1,1.0,747.0,747.0,747.0,0.0,279.0,1.0,1.0,1.0,INSR(747)
Distal 10q deletion syndrome,knowledge_filtered,1,1,1.0,744.0,744.0,744.0,0.0,282.0,1.0,1.0,1.0,NAT2(744)
Maffucci syndrome,knowledge_filtered,2,2,1.0,743.5,743.5,931.9,0.15837256220578344,345.5,0.5,1.0,1.0,IDH1(979); IDH2(508)
Ollier disease,knowledge_filtered,2,2,1.0,743.5,743.5,931.9,0.15837256220578344,345.5,0.5,1.0,1.0,IDH1(979); IDH2(508)
Syndromic X-linked intellectual disability Lubs type,knowledge_filtered,1,1,1.0,736.0,736.0,736.0,0.0,286.0,1.0,1.0,1.0,MECP2(736)
X-linked intellectual disability-psychosis-macroorchidism syndrome,knowledge_filtered,1,1,1.0,736.0,736.0,736.0,0.0,286.0,1.0,1.0,1.0,MECP2(736)
Severe congenital encephalopathy due to MECP2 mutation,knowledge_filtered,1,1,1.0,736.0,736.0,736.0,0.0,286.0,1.0,1.0,1.0,MECP2(736)
Rett syndrome,knowledge_filtered,1,1,1.0,736.0,736.0,736.0,0.0,286.0,1.0,1.0,1.0,MECP2(736)
Pfeiffer syndrome,knowledge_filtered,2,2,1.0,734.5,734.5,753.3,0.015997277059224047,284.5,1.0,1.0,1.0,FGFR1(758); FGFR2(711)
Mismatch repair cancer syndrome,knowledge_filtered,4,4,1.0,732.5,708.0,1056.6000000000001,0.2611228813559322,329.0,0.75,1.0,1.0,MLH1(1110); MSH2(932); MSH6(533); PMS2(257)
Lung cancer,knowledge_filtered,28,28,1.0,716.5,1653.9642857142858,3135.8,0.6012402175354821,297.5,0.75,0.8214285714285714,0.9642857142857143,TP53(11608); EGFR(6674); ERBB2(3350); KRAS(3044); PTEN(2819)
Urinary bladder cancer,knowledge_filtered,27,27,1.0,716.0,1428.5555555555557,2744.6000000000004,0.5855541056080321,299.0,0.6296296296296297,0.7777777777777778,1.0,TP53(11608); ERBB2(3350); PTEN(2819); CDKN2A(2695); MDM2(2209)
Beare-Stevenson cutis gyrata syndrome,knowledge_filtered,1,1,1.0,711.0,711.0,711.0,0.0,301.0,1.0,1.0,1.0,FGFR2(711)
Jackson-Weiss syndrome,knowledge_filtered,1,1,1.0,711.0,711.0,711.0,0.0,301.0,1.0,1.0,1.0,FGFR2(711)
Acrocephalosyndactylia,knowledge_filtered,1,1,1.0,711.0,711.0,711.0,0.0,301.0,1.0,1.0,1.0,FGFR2(711)
Crouzon syndrome,knowledge_filtered,1,1,1.0,711.0,711.0,711.0,0.0,301.0,1.0,1.0,1.0,FGFR2(711)
Autoimmune lymphoproliferative syndrome,knowledge_filtered,9,9,1.0,703.0,1246.111111111111,3173.0,0.5093575073066825,305.0,0.6666666666666666,0.7777777777777778,1.0,STAT3(3689); KRAS(3044); CTLA4(1335); FAS(1256); FASLG(703)
X-linked cardiac valvular dysplasia,knowledge_filtered,1,1,1.0,697.0,697.0,697.0,0.0,308.0,1.0,1.0,1.0,FLNA(697)
Otopalatodigital syndrome type 1,knowledge_filtered,1,1,1.0,697.0,697.0,697.0,0.0,308.0,1.0,1.0,1.0,FLNA(697)
Otopalatodigital syndrome type 2,knowledge_filtered,1,1,1.0,697.0,697.0,697.0,0.0,308.0,1.0,1.0,1.0,FLNA(697)
Melnick-Needles syndrome,knowledge_filtered,1,1,1.0,697.0,697.0,697.0,0.0,308.0,1.0,1.0,1.0,FLNA(697)
Terminal osseous dysplasia,knowledge_filtered,1,1,1.0,697.0,697.0,697.0,0.0,308.0,1.0,1.0,1.0,FLNA(697)
MYH-9 related disease,knowledge_filtered,1,1,1.0,695.0,695.0,695.0,0.0,310.0,1.0,1.0,1.0,MYH9(695)
Narcolepsy,knowledge_filtered,8,8,1.0,691.5,1550.625,3939.2999999999993,0.641062071745264,339.0,0.625,0.625,1.0,TNF(6439); HLA-DRB1(2868); HLA-DQB1(1556); HLA-DQA1(838); TNFRSF1B(545)
Progressive osseous heteroplasia,knowledge_filtered,1,1,1.0,691.0,691.0,691.0,0.0,314.0,1.0,1.0,1.0,GNAS(691)
McCune Albright syndrome,knowledge_filtered,1,1,1.0,691.0,691.0,691.0,0.0,314.0,1.0,1.0,1.0,GNAS(691)
Enfuvirtide-induced Amyloidosis,knowledge_filtered,4,4,1.0,676.0,1672.25,3994.600000000001,0.6067050381222904,965.5,0.5,0.75,1.0,APOE(5224); APOA1(1126); APOA4(226); APCS(113)
Psoriatic arthritis,knowledge_filtered,8,8,1.0,667.5,1013.875,2410.9,0.4981352484280607,343.0,0.625,0.75,1.0,HLA-DRB1(2868); HLA-B(2215); HLA-C(1105); IL13(735); IL12B(600)
Wild-type transthyretin-related Amyloidosis,knowledge_filtered,1,1,1.0,663.0,663.0,663.0,0.0,336.0,1.0,1.0,1.0,TTR(663)
Transthyretin amyloidosis,knowledge_filtered,1,1,1.0,663.0,663.0,663.0,0.0,336.0,1.0,1.0,1.0,TTR(663); TTR(663)
Sjogren's syndrome,knowledge_filtered,1,1,1.0,663.0,663.0,663.0,0.0,336.0,1.0,1.0,1.0,TTR(663)
Hypertension,knowledge_filtered,8,8,1.0,657.0,775.5,1470.2999999999997,0.44487427466150875,396.0,0.5,0.75,1.0,NOS3(2192); AGT(1161); AGTR1(996); NOS2(843); SELE(471)
Gelatinous drop-like corneal dystrophy,knowledge_filtered,3,3,1.0,652.0,2095.6666666666665,4309.6,0.5103653040665924,344.0,0.6666666666666666,1.0,1.0,APOE(5224); CLU(652); LTF(411)
Brunner Syndrome,knowledge_filtered,1,1,1.0,651.0,651.0,651.0,0.0,346.0,1.0,1.0,1.0,MAOA(651)
DICER1 syndrome,knowledge_filtered,1,1,1.0,648.0,648.0,648.0,0.0,349.0,1.0,1.0,1.0,DICER1(648)
APP-related cerebral amyloid angiopathy,knowledge_filtered,5,5,1.0,646.0,1881.6,4409.2,0.5599914965986394,352.0,0.6,0.8,1.0,APOE(5224); APP(3187); CST3(646); SERPINA3(238); APCS(113)
CST3-related cerebral amyloid angiopathy,knowledge_filtered,4,4,1.0,646.0,940.4,2170.6000000000004,0.5688643130582731,352.0,0.6,0.6,1.0,APP(3187); CST3(646); CST3(646); APCS(113); ITM2B(110)
Breast cancer,knowledge_filtered,26,26,1.0,644.0,1373.3461538461538,2525.5,0.6019149444948307,357.0,0.6923076923076923,0.8076923076923077,1.0,TP53(11608); BRCA1(3448); PTEN(2819); CDH1(2232); BRCA2(2204)
Atypical teratoid rhabdoid tumor,knowledge_filtered,2,2,1.0,641.5,641.5,733.1,0.0892439594699923,379.0,1.0,1.0,1.0,SMARCA4(756); SMARCB1(527)
Cleidocranial dysplasia,knowledge_filtered,1,1,1.0,641.0,641.0,641.0,0.0,354.0,1.0,1.0,1.0,RUNX2(641)
Ectodermal dysplasia and immune deficiency,knowledge_filtered,2,2,1.0,638.5,638.5,702.1,0.06225528582615514,366.0,1.0,1.0,1.0,NFKBIA(718); IKBKG(559)
Neurofibromatosis,knowledge_filtered,1,1,1.0,638.0,638.0,638.0,0.0,359.0,1.0,1.0,1.0,NF1(638)
Wilson disease,knowledge_filtered,2,2,1.0,625.5,625.5,815.5,0.18984812150279784,492.5,0.5,1.0,1.0,PRNP(863); ATP7B(388)
Loeys-Dietz syndrome,knowledge_filtered,5,5,1.0,617.0,583.8,865.6,0.24158958547447754,377.0,0.6,1.0,1.0,SMAD3(1028); TGFBR2(622); TGFBR1(617); TGFB2(389); TGFB3(263)
Lacrimoauriculodentodigital syndrome 1,knowledge_filtered,3,3,1.0,615.0,484.3333333333333,691.8,0.26795136499197064,379.0,0.6666666666666666,0.6666666666666666,1.0,FGFR2(711); FGFR3(615); FGF10(127)
LADD syndrome,knowledge_filtered,3,3,1.0,615.0,484.3333333333333,691.8,0.26795136499197064,379.0,0.6666666666666666,0.6666666666666666,1.0,FGFR2(711); FGFR3(615); FGF10(127)
Muenke Syndrome,knowledge_filtered,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615)
Hypochondroplasia,knowledge_filtered,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615)
SADDAN,knowledge_filtered,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615)
Crouzon syndrome-acanthosis nigricans syndrome,knowledge_filtered,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615)
Thanatophoric dysplasia,knowledge_filtered,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615)
Achondroplasia,knowledge_filtered,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615)
Tatton-Brown-Rahman syndrome,knowledge_filtered,1,1,1.0,612.0,612.0,612.0,0.0,384.0,1.0,1.0,1.0,DNMT3A(612)
Atherosclerosis,knowledge_filtered,8,8,1.0,610.0,539.0,1002.0999999999999,0.4250347866419295,407.5,0.5,0.625,0.875,APOA1(1126); APOB(949); ABCA1(849); CETP(706); LPA(514)
Neuronal ceroid lipofuscinosis 11,knowledge_filtered,1,1,1.0,608.0,608.0,608.0,0.0,389.0,1.0,1.0,1.0,GRN(608)
Winchester syndrome,knowledge_filtered,1,1,1.0,608.0,608.0,608.0,0.0,390.0,1.0,1.0,1.0,MMP14(608)
Cholangiocarcinoma,knowledge_filtered,34,34,1.0,606.0,1406.0882352941176,2976.5,0.6474581005242894,388.0,0.5294117647058824,0.7058823529411765,0.9411764705882353,TP53(11608); EGFR(6674); BRCA1(3448); KRAS(3044); PTEN(2819)
Myelofibrosis,knowledge_filtered,6,6,1.0,604.0,785.6666666666666,1391.5,0.33503040588318483,415.5,0.5,1.0,1.0,JAK2(1804); IDH1(979); CALR(700); IDH2(508); TET2(471)
Apolipoprotein A-I associated Amyloidosis,knowledge_filtered,12,12,1.0,603.0,514.1666666666666,861.3000000000001,0.38190167477039444,397.5,0.5833333333333334,0.75,1.0,APOA1(1126); HBB(871); ALB(774); ACTB(774); SERPINA1(760)
Ovarian cancer,knowledge_filtered,19,19,1.0,599.0,1750.0526315789473,3507.2,0.6240255536438161,399.0,0.631578947368421,0.8421052631578947,1.0,TP53(11608); AKT1(3744); BRCA1(3448); CTNNB1(3354); CDH1(2232)
Nijmegen breakage syndrome,knowledge_filtered,1,1,1.0,599.0,599.0,599.0,0.0,399.0,1.0,1.0,1.0,NBN(599)
Mandibuloacral dysplasia,knowledge_filtered,2,2,1.0,597.5,597.5,977.9,0.3979079497907949,2019.0,0.5,0.5,1.0,LMNA(1073); ZMPSTE24(122)
Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,knowledge_filtered,3,3,1.0,587.0,650.6666666666666,786.2,0.10484972677595635,408.0,1.0,1.0,1.0,VCP(836); HNRNPA1(587); HNRNPA2B1(529)
Peutz-Jeghers syndrome,knowledge_filtered,1,1,1.0,586.0,586.0,586.0,0.0,410.0,1.0,1.0,1.0,STK11(586)
X-linked dilated cardiomyopathy,knowledge_filtered,1,1,1.0,585.0,585.0,585.0,0.0,413.0,1.0,1.0,1.0,DMD(585)
Graves' disease,knowledge_filtered,8,8,1.0,581.5,827.75,1794.8999999999996,0.4948278465720326,413.0,0.625,0.875,0.875,HLA-DRB1(2868); CTLA4(1335); CD40(625); PTPN22(589); IL2RA(574)
Baraitser-Winter syndrome,knowledge_filtered,2,2,1.0,581.0,581.0,735.4,0.1660929432013769,517.0,0.5,1.0,1.0,ACTB(774); ACTG1(388)
Multiple sclerosis,knowledge_filtered,5,5,1.0,574.0,968.8,2051.6000000000004,0.4758051197357556,419.0,0.6,1.0,1.0,HLA-DRB1(2868); TNFRSF1A(827); IL2RA(574); IL7R(349); CYP27B1(226)
Campomelic dysplasia,knowledge_filtered,1,1,1.0,567.0,567.0,567.0,0.0,426.0,1.0,1.0,1.0,SOX9(567)
Bloch-Sulzberger syndrome,knowledge_filtered,1,1,1.0,559.0,559.0,559.0,0.0,434.0,1.0,1.0,1.0,IKBKG(559)
