Disease,dataset,n_genes_total,n_genes_with_pubmed,coverage_pubmed,median_pubmed,mean_pubmed,p90_pubmed,gini_pubmed,median_rank,frac_in_top500,frac_in_top2000,frac_in_top10000,top_genes
Stargardt disease,knowledge_filtered,2,2,1.0,198.0,198.0,298.0,0.31565656565656575,3796.0,0.0,0.5,1.0,ABCA4(323); ELOVL4(73)
Syndromic microphthalmia 2,knowledge_filtered,1,1,1.0,198.0,198.0,198.0,0.0,2152.0,0.0,0.0,1.0,BCOR(198)
Donnai-Barrow syndrome,knowledge_filtered,1,1,1.0,197.0,197.0,197.0,0.0,2157.0,0.0,0.0,1.0,LRP2(197)
Age related macular degeneration,knowledge_filtered,35,35,1.0,196.0,410.8775510204082,747.0,0.6287737565596944,2166.0,0.1836734693877551,0.4897959183673469,0.9183673469387755,APOE(5224); TLR4(2775); CFH(890); CFH(890); C3(747)
Autosomal dominant vitreoretinochoroidopathy,knowledge_filtered,1,1,1.0,196.0,196.0,196.0,0.0,2166.0,0.0,0.0,1.0,BEST1(196)
ITM2B-related cerebral amyloid angiopathy 1,knowledge_filtered,12,12,1.0,195.5,675.5,651.4,0.692326671601283,2216.0,0.25,0.5,1.0,APOE(5224); CLU(652); CST3(646); SDC1(437); SERPINA3(238)
Pseudoachondroplasia,knowledge_filtered,1,1,1.0,194.0,194.0,194.0,0.0,2209.0,0.0,0.0,1.0,COMP(194)
Hereditary lysozyme Amyloidosis,knowledge_filtered,1,1,1.0,194.0,194.0,194.0,0.0,2216.0,0.0,0.0,1.0,LYZ(194)
SATB2-associated syndrome,knowledge_filtered,1,1,1.0,194.0,194.0,194.0,0.0,2206.0,0.0,0.0,1.0,SATB2(194)
Niemann-Pick disease,knowledge_filtered,3,3,1.0,193.0,184.66666666666666,249.0,0.16486161251504208,2218.0,0.0,0.3333333333333333,1.0,NPC1(249); NPC1(249); SMPD1(193); SMPD1(193); NPC2(112)
Osteopetrosis,knowledge_filtered,13,13,1.0,192.0,288.05,721.0,0.5206474570387085,2790.5,0.2,0.5,0.85,ITGB3(1220); TNFSF11(721); TNFSF11(721); IKBKG(559); MITF(386)
Norum disease,knowledge_filtered,1,1,1.0,192.0,192.0,192.0,0.0,2242.0,0.0,0.0,1.0,LCAT(192)
Hereditary spastic paraplegia 2,knowledge_filtered,1,1,1.0,192.0,192.0,192.0,0.0,2236.0,0.0,0.0,1.0,PLP1(192)
Pelizaeus-Merzbacher disease,knowledge_filtered,1,1,1.0,192.0,192.0,192.0,0.0,2236.0,0.0,0.0,1.0,PLP1(192)
Renal coloboma syndrome,knowledge_filtered,1,1,1.0,190.0,190.0,190.0,0.0,2258.0,0.0,0.0,1.0,PAX2(190)
Common variable immunodeficiency,knowledge_filtered,13,13,1.0,189.0,510.6923076923077,657.4000000000002,0.579744400801789,2289.0,0.15384615384615385,0.46153846153846156,1.0,NFKB1(3390); PRKCD(718); IL21(415); IKZF1(397); NFKB2(343)
Mitochondrial DNA depletion syndrome 4b,knowledge_filtered,3,3,1.0,189.0,214.0,317.0,0.2544132917964694,2278.0,0.0,0.3333333333333333,1.0,POLG(349); TYMP(189); RRM2B(104)
Fibrodysplasia ossificans progressiva,knowledge_filtered,1,1,1.0,189.0,189.0,189.0,0.0,2275.0,0.0,0.0,1.0,ACVR1(189)
Wolfram syndrome,knowledge_filtered,2,2,1.0,188.5,188.5,246.5,0.1923076923076923,2779.0,0.0,0.5,1.0,WFS1(261); CISD2(116)
AA Amyloidosis,knowledge_filtered,6,6,1.0,187.0,1013.0,2764.0,0.7246352966984754,2388.5,0.16666666666666666,0.5,1.0,APOE(5224); SAA1(304); HSPG2(211); MFGE8(163); APCS(113)
Apolipoprotein C-II associated Amyloidosis,knowledge_filtered,4,4,1.0,187.0,1427.75,3724.600000000001,0.6746191560147085,2441.0,0.25,0.5,1.0,APOE(5224); APOA4(226); APOC2(148); APCS(113)
Gaucher's disease,knowledge_filtered,2,1,0.5,187.0,187.0,187.0,0.0,2313.0,0.0,0.0,1.0,PSAP(187)
Familial cold autoinflammatory syndrome 3,knowledge_filtered,1,1,1.0,187.0,187.0,187.0,0.0,2318.0,0.0,0.0,1.0,PLCG2(187)
Neurodegeneration with brain iron accumulation 2b,knowledge_filtered,1,1,1.0,185.0,185.0,185.0,0.0,2345.0,0.0,0.0,1.0,PLA2G6(185)
speech-language disorder-1,knowledge_filtered,1,1,1.0,184.0,184.0,184.0,0.0,2361.0,0.0,0.0,1.0,FOXP2(184)
Nephrogenic diabetes insipidus,knowledge_filtered,2,2,1.0,183.5,183.5,195.9,0.04223433242506802,2399.5,0.0,0.0,1.0,AQP2(199); AVPR2(168)
Inflammatory bowel disease,knowledge_filtered,2,2,1.0,183.5,183.5,279.9,0.32833787465940056,4299.5,0.0,0.5,1.0,SAA1(304); SAA2(63)
non-Hodgkin lymphoma,knowledge_filtered,2,2,1.0,183.5,183.5,279.9,0.32833787465940056,4299.5,0.0,0.5,1.0,SAA1(304); SAA2(63)
Chronic recurrent multifocal osteomyelitis,knowledge_filtered,2,2,1.0,183.5,183.5,279.9,0.32833787465940056,4299.5,0.0,0.5,1.0,SAA1(304); SAA2(63)
Castleman disease,knowledge_filtered,2,2,1.0,183.5,183.5,279.9,0.32833787465940056,4299.5,0.0,0.5,1.0,SAA1(304); SAA2(63)
Schnitzler syndrome,knowledge_filtered,2,2,1.0,183.5,183.5,279.9,0.32833787465940056,4299.5,0.0,0.5,1.0,SAA1(304); SAA2(63)
Renal cell carcinoma,knowledge_filtered,2,2,1.0,183.5,183.5,279.9,0.32833787465940056,4299.5,0.0,0.5,1.0,SAA1(304); SAA2(63)
Bronchiectasis,knowledge_filtered,2,2,1.0,183.5,183.5,279.9,0.32833787465940056,4299.5,0.0,0.5,1.0,SAA1(304); SAA2(63)
thrombocytopenia-absent radius syndrome,knowledge_filtered,1,1,1.0,183.0,183.0,183.0,0.0,2384.0,0.0,0.0,1.0,RBM8A(183)
Congenital hypothyroidism,knowledge_filtered,20,20,1.0,182.5,170.28125,325.7000000000001,0.3520198660304643,2387.0,0.0,0.4375,0.78125,TSHR(392); TSHR(392); NKX2-1(335); SLC26A4(331); KMT2D(278)
Lissencephaly 1,knowledge_filtered,4,4,1.0,182.5,215.25,329.20000000000005,0.24593495934959342,2475.0,0.0,0.5,1.0,TUBA1A(379); PAFAH1B1(213); TUBB2B(152); DCX(117)
Charcot-Marie-Tooth disease type 3,knowledge_filtered,4,4,1.0,182.0,163.25,240.8,0.26837672281776415,2642.0,0.0,0.5,1.0,GJB1(245); PMP22(231); EGR2(133); PRX(44)
Metabolic dysfunction-associated steatotic liver disease,knowledge_filtered,6,6,1.0,181.5,250.66666666666666,454.0,0.31582446808510634,2673.0,0.0,0.5,1.0,APOC3(467); PNPLA3(441); GCKR(232); TRIB1(131); MBOAT7(128)
Ewing sarcoma,knowledge_filtered,8,8,1.0,181.0,292.375,572.0,0.4399850363403164,2569.5,0.125,0.5,0.875,FUS(747); EWSR1(497); ERG(492); FLI1(221); ETV4(141)
Mosaic variegated aneuploidy syndrome,knowledge_filtered,3,3,1.0,181.0,183.0,281.8,0.2987249544626594,2405.0,0.0,0.3333333333333333,1.0,BUB1B(307); TRIP13(181); CEP57(61)
Chromosome 19p13.13 deletion syndrome,knowledge_filtered,6,6,1.0,180.5,328.6666666666667,774.5,0.5327924273157539,3441.0,0.3333333333333333,0.5,0.6666666666666666,ABCA1(849); CALR(700); CACNA1A(274); NFIX(87); MAST1(41)
Buschke-Ollendorff syndrome,knowledge_filtered,2,2,1.0,180.0,180.0,229.6,0.17222222222222228,2837.5,0.0,0.5,1.0,ASXL1(242); LEMD3(118)
Sjogren-Larsson syndrome,knowledge_filtered,1,1,1.0,180.0,180.0,180.0,0.0,2426.0,0.0,0.0,1.0,ALDH3A2(180)
Arts syndrome,knowledge_filtered,1,1,1.0,179.0,179.0,179.0,0.0,2449.0,0.0,0.0,1.0,PRPS1(179)
Phosphoribosylpyrophosphate synthetase superactivity,knowledge_filtered,1,1,1.0,179.0,179.0,179.0,0.0,2449.0,0.0,0.0,1.0,PRPS1(179)
Alport syndrome,knowledge_filtered,7,7,1.0,178.0,193.5,247.69999999999982,0.4022222222222222,2468.0,0.1,0.1,0.8,MYH9(695); COL4A5(198); COL4A5(198); ACSL4(186); COL4A3(178)
Griscelli syndrome,knowledge_filtered,3,3,1.0,178.0,138.0,186.0,0.2254428341384863,2461.0,0.0,0.0,1.0,RAB27A(188); MYO5A(178); MLPH(48)
Cowden syndrome,knowledge_filtered,9,9,1.0,177.0,1025.111111111111,3004.0,0.6344629910639016,2497.0,0.3333333333333333,0.4444444444444444,0.8888888888888888,AKT1(3744); PTEN(2819); PIK3CA(1717); SDHB(328); SDHD(177)
Riley-Day syndrome,knowledge_filtered,1,1,1.0,177.0,177.0,177.0,0.0,2480.0,0.0,0.0,1.0,ELP1(177)
Glaucoma,knowledge_filtered,15,15,1.0,176.0,211.4,453.5999999999999,0.4325449385052034,2519.0,0.13333333333333333,0.4,0.8666666666666667,CYP1B1(591); TBK1(554); TEK(303); OPTN(300); MYOC(280)
Degenerative disc disease,knowledge_filtered,13,13,1.0,176.0,710.4615384615385,1834.6000000000006,0.6227137955158744,2511.0,0.38461538461538464,0.46153846153846156,0.9230769230769231,MMP9(3165); MMP2(1976); IGF1R(1269); IL1A(1007); COL1A1(856)
Osteochondritis dissecans,knowledge_filtered,1,1,1.0,176.0,176.0,176.0,0.0,2511.0,0.0,0.0,1.0,ACAN(176)
GM1 gangliosidosis,knowledge_filtered,1,1,1.0,175.0,175.0,175.0,0.0,2533.0,0.0,0.0,1.0,GLB1(175)
Intrahepatic cholestasis of pregnancy,knowledge_filtered,5,5,1.0,174.0,223.4,344.6,0.24709042076991938,2544.0,0.0,0.4,1.0,ABCC2(361); NR1H4(320); ABCB4(174); ABCB11(172); ATP8B1(90)
beta-ketothiolase deficiency,knowledge_filtered,1,1,1.0,174.0,174.0,174.0,0.0,2553.0,0.0,0.0,1.0,ACAT1(174)
Congenital hemolytic anemia,knowledge_filtered,42,41,0.9761904761904762,173.0,222.14634146341464,340.0,0.4286073888406869,2569.0,0.0975609756097561,0.36585365853658536,0.9024390243902439,HBB(871); SLC2A1(790); HBA1(675); G6PD(552); HBA2(340)
Trichorhinophalangeal syndrome type II,knowledge_filtered,3,3,1.0,173.0,179.0,213.0,0.10180012414649282,2562.0,0.0,0.3333333333333333,1.0,RAD21(223); TRPS1(173); EXT1(141)
Adrenoleukodystrophy,knowledge_filtered,1,1,1.0,173.0,173.0,173.0,0.0,2559.0,0.0,0.0,1.0,ABCD1(173)
Trichorhinophalangeal syndrome type I,knowledge_filtered,1,1,1.0,173.0,173.0,173.0,0.0,2562.0,0.0,0.0,1.0,TRPS1(173)
Vitamin D-dependent rickets,knowledge_filtered,2,2,1.0,172.5,172.5,215.3,0.155072463768116,2900.5,0.0,0.5,1.0,CYP27B1(226); CYP2R1(119)
Chromosome 17q12 deletion syndrome,knowledge_filtered,2,2,1.0,172.5,172.5,280.9,0.3927536231884059,6069.0,0.0,0.5,0.5,HNF1B(308); LHX1(37)
Progressive familial intrahepatic cholestasis,knowledge_filtered,3,3,1.0,172.0,145.33333333333334,173.6,0.12844036697247704,2582.0,0.0,0.0,1.0,ABCB4(174); ABCB11(172); ATP8B1(90)
Emery-Dreifuss muscular dystrophy,knowledge_filtered,6,6,1.0,171.0,343.5,1003.1000000000003,0.4388646288209607,2613.5,0.16666666666666666,0.3333333333333333,1.0,LMNA(1073); LMNA(1073); EMD(374); EMD(374); FHL1(179)
Developmental and epileptic encephalopathy 4,knowledge_filtered,1,1,1.0,171.0,171.0,171.0,0.0,2594.0,0.0,0.0,1.0,STXBP1(171)
Cerebral folate receptor alpha deficiency,knowledge_filtered,1,1,1.0,171.0,171.0,171.0,0.0,2608.0,0.0,0.0,1.0,FOLR1(171)
Oculocerebrorenal syndrome,knowledge_filtered,1,1,1.0,170.0,170.0,170.0,0.0,2631.0,0.0,0.0,1.0,OCRL(170)
Thyroid gland medullary carcinoma,knowledge_filtered,6,6,1.0,169.5,1036.0,2883.0,0.7363792363792364,3027.5,0.3333333333333333,0.5,0.8333333333333334,APOE(5224); CALCA(542); APOA4(226); APCS(113); CHGB(80)
Seasonal affective disorder,knowledge_filtered,7,6,0.8571428571428571,169.5,254.83333333333334,522.5,0.448332243296272,2751.0,0.16666666666666666,0.3333333333333333,1.0,HTR2A(734); CLOCK(311); PER2(202); CRY2(137); NPAS2(85)
Spinocerebellar ataxia type 1,knowledge_filtered,1,1,1.0,169.0,169.0,169.0,0.0,2638.0,0.0,0.0,1.0,ATXN1(169)
Primary spontaneous pneumothorax,knowledge_filtered,1,1,1.0,169.0,169.0,169.0,0.0,2642.0,0.0,0.0,1.0,FLCN(169)
lymphedema-distichiasis syndrome,knowledge_filtered,1,1,1.0,169.0,169.0,169.0,0.0,2633.0,0.0,0.0,1.0,FOXC2(169)
Pyruvate decarboxylase deficiency,knowledge_filtered,5,5,1.0,168.0,148.4,210.4,0.22479784366576822,2662.0,0.0,0.2,1.0,PDHA1(226); PDHB(187); DLAT(168); PDHX(100); PDP1(61)
Keratoconus,knowledge_filtered,19,18,0.9473684210526315,167.5,339.6666666666667,887.3000000000002,0.5231526914549486,2691.0,0.2777777777777778,0.3888888888888889,0.9444444444444444,IL1RN(1046); IL1A(1007); HGF(836); FOXO1(820); ZEB1(654)
proteasome-associated autoinflammatory syndrome 1,knowledge_filtered,1,1,1.0,167.0,167.0,167.0,0.0,2679.0,0.0,0.0,1.0,PSMB8(167)
X-linked adrenal hypoplasia congenita,knowledge_filtered,1,1,1.0,167.0,167.0,167.0,0.0,2691.0,0.0,0.0,1.0,NR0B1(167)
Carbamoyl phosphate synthetase I deficiency disease,knowledge_filtered,1,1,1.0,167.0,167.0,167.0,0.0,2685.0,0.0,0.0,1.0,CPS1(167)
Chromosome 1p36 deletion syndrome,knowledge_filtered,9,9,1.0,166.0,474.0,1164.4000000000003,0.6719279054018857,2707.0,0.2222222222222222,0.3333333333333333,0.8888888888888888,MTOR(2566); CDC42(814); GNB1(287); SKI(168); ECE1(166)
Familial nephrotic syndrome,knowledge_filtered,5,5,1.0,166.0,277.6,530.8000000000001,0.3804034582132564,2704.0,0.2,0.2,1.0,WT1(758); PLCE1(190); NPHS2(166); NPHS1(162); LAMB2(112)
Clouston syndrome,knowledge_filtered,1,1,1.0,166.0,166.0,166.0,0.0,2697.0,0.0,0.0,1.0,GJB6(166)
Glycogen storage disease VII,knowledge_filtered,1,1,1.0,166.0,166.0,166.0,0.0,2712.0,0.0,0.0,1.0,PFKM(166)
Pyruvate carboxylase deficiency disease,knowledge_filtered,1,1,1.0,166.0,166.0,166.0,0.0,2709.0,0.0,0.0,1.0,PC(166)
Andersen-Tawil syndrome,knowledge_filtered,2,2,1.0,165.5,165.5,178.7,0.049848942598187396,2736.0,0.0,0.0,1.0,KCNJ2(182); KCNJ5(149)
Myotonic dystrophy type 1,knowledge_filtered,2,2,1.0,165.0,165.0,173.8,0.03333333333333344,2736.5,0.0,0.0,1.0,DMPK(176); CNBP(154)
Subcortical band heterotopia,knowledge_filtered,2,2,1.0,165.0,165.0,203.4,0.1454545454545455,3013.5,0.0,0.5,1.0,PAFAH1B1(213); DCX(117)
Medium chain acyl-CoA dehydrogenase deficiency,knowledge_filtered,1,1,1.0,164.0,164.0,164.0,0.0,2757.0,0.0,0.0,1.0,ACADM(164)
Paramyotonia congenita of Von Eulenburg,knowledge_filtered,1,1,1.0,164.0,164.0,164.0,0.0,2749.0,0.0,0.0,1.0,SCN4A(164)
Hyperkalemic periodic paralysis,knowledge_filtered,1,1,1.0,164.0,164.0,164.0,0.0,2749.0,0.0,0.0,1.0,SCN4A(164)
Medin Amyloidosis,knowledge_filtered,1,1,1.0,163.0,163.0,163.0,0.0,2784.0,0.0,0.0,1.0,MFGE8(163)
Autosomal recessive spinocerebellar ataxia 8,knowledge_filtered,1,1,1.0,163.0,163.0,163.0,0.0,2774.0,0.0,0.0,1.0,SYNE1(163)
Progressive myoclonus epilepsy 1A,knowledge_filtered,1,1,1.0,162.0,162.0,162.0,0.0,2789.0,0.0,0.0,1.0,CSTB(162)
Familial hypertrophic cardiomyopathy,knowledge_filtered,19,19,1.0,161.0,199.26315789473685,400.79999999999995,0.4089860149581561,2829.0,0.0,0.42105263157894735,0.8947368421052632,TTN(467); TNNT2(448); TNNI3(389); MYH7(349); TPM1(315)
Hereditary sensory and autonomic neuropathy type 2,knowledge_filtered,4,4,1.0,160.5,154.75,214.2,0.20395799676898219,3063.0,0.0,0.25,1.0,WNK1(219); SCN9A(203); KIF1A(118); RETREG1(79)
Facioscapulohumeral muscular dystrophy,knowledge_filtered,2,2,1.0,160.5,160.5,173.7,0.051401869158878455,2852.5,0.0,0.0,1.0,SMCHD1(177); DUX4(144)
Alternating hemiplegia of childhood,knowledge_filtered,2,2,1.0,160.5,160.5,165.7,0.02024922118380057,2819.0,0.0,0.0,1.0,ATP1A2(167); ATP1A3(154)
Gangliosidosis,knowledge_filtered,5,5,1.0,160.0,145.4,182.2,0.15240715268225583,2833.0,0.0,0.0,1.0,PSAP(187); GLB1(175); HEXA(160); HEXB(138); GM2A(67)
Spondylocarpotarsal synostosis syndrome,knowledge_filtered,2,2,1.0,160.0,160.0,239.2,0.30937499999999996,4611.5,0.0,0.5,1.0,FLNB(259); MYH3(61)
Hereditary sensory and autonomic neuropathy type 1A,knowledge_filtered,1,1,1.0,160.0,160.0,160.0,0.0,2841.0,0.0,0.0,1.0,SPTLC1(160)
Holt-Oram syndrome,knowledge_filtered,1,1,1.0,160.0,160.0,160.0,0.0,2845.0,0.0,0.0,1.0,TBX5(160)
Gyrate atrophy,knowledge_filtered,1,1,1.0,160.0,160.0,160.0,0.0,2849.0,0.0,0.0,1.0,OAT(160)
Tay-Sachs disease,knowledge_filtered,1,1,1.0,160.0,160.0,160.0,0.0,2833.0,0.0,0.0,1.0,HEXA(160)
Kleefstra syndrome,knowledge_filtered,1,1,1.0,159.0,159.0,159.0,0.0,2872.0,0.0,0.0,1.0,EHMT1(159)
Vitelliform macular dystrophy,knowledge_filtered,2,2,1.0,158.5,158.5,188.5,0.11829652996845419,3049.5,0.0,0.0,1.0,BEST1(196); PRPH2(121)
Severe combined immunodeficiency,knowledge_filtered,17,17,1.0,158.0,253.64705882352942,489.2000000000001,0.4384208228746044,2891.0,0.11764705882352941,0.47058823529411764,0.8823529411764706,PRKDC(902); IKBKB(647); ZAP70(384); PTPRC(351); IL7R(349)
Congenital central hypoventilation syndrome,knowledge_filtered,1,1,1.0,158.0,158.0,158.0,0.0,2884.0,0.0,0.0,1.0,PHOX2B(158)
Helsmoortel-Van Der Aa Syndrome,knowledge_filtered,1,1,1.0,158.0,158.0,158.0,0.0,2888.0,0.0,0.0,1.0,ADNP(158)
X-linked severe combined immunodeficiency,knowledge_filtered,1,1,1.0,158.0,158.0,158.0,0.0,2891.0,0.0,0.0,1.0,IL2RG(158)
Fanconi anemia,knowledge_filtered,23,23,1.0,157.0,431.9318181818182,857.0,0.654848006505465,2905.0,0.13636363636363635,0.36363636363636365,0.9772727272727273,BRCA1(3448); BRCA1(3448); BRCA2(2204); BRCA2(2204); RAD51(857)
Osteoarthritis,knowledge_filtered,7,7,1.0,157.0,157.14285714285714,277.80000000000007,0.38961038961038963,2909.0,0.0,0.14285714285714285,1.0,NCOA3(435); GDF5(173); DOT1L(164); COL11A1(157); ALDH1A2(71)
Liddle syndrome,knowledge_filtered,2,2,1.0,156.5,156.5,170.5,0.05591054313099031,2946.5,0.0,0.0,1.0,SCNN1B(174); SCNN1G(139)
Cancer,knowledge_filtered,324,323,0.9969135802469136,156.0,412.69349845201236,890.8000000000005,0.653776276886559,2923.0,0.19504643962848298,0.4241486068111455,0.9071207430340558,TP53(11608); EGFR(6674); AKT1(3744); BRCA1(3448); KRAS(3044)
Sotos syndrome,knowledge_filtered,1,1,1.0,156.0,156.0,156.0,0.0,2923.0,0.0,0.0,1.0,NSD1(156)
Junctional epidermolysis bullosa,knowledge_filtered,5,5,1.0,155.0,189.8,266.0,0.16944151738672292,2945.0,0.0,0.2,1.0,ITGB4(318); LAMC2(188); COL17A1(155); LAMB3(154); LAMA3(134)
Hailey-Hailey disease,knowledge_filtered,1,1,1.0,155.0,155.0,155.0,0.0,2931.0,0.0,0.0,1.0,ATP2C1(155)
Dystonia 12,knowledge_filtered,1,1,1.0,154.0,154.0,154.0,0.0,2954.0,0.0,0.0,1.0,ATP1A3(154)
Atrial heart septal defect,knowledge_filtered,8,8,1.0,153.5,164.5,288.59999999999997,0.3415653495440729,3615.0,0.0,0.5,1.0,GATA4(325); ACTC1(273); NKX2-5(225); GATA6(216); CITED2(91)
Generalized epilepsy with febrile seizures plus,knowledge_filtered,7,7,1.0,153.0,155.0,281.4000000000001,0.3931533903884134,2981.0,0.0,0.14285714285714285,0.7142857142857143,SCN1A(399); SCN9A(203); GABRG2(168); SCN2A(153); SCN1B(84)
Episodic ataxia,knowledge_filtered,5,5,1.0,153.0,149.8,228.4,0.255807743658211,2981.0,0.0,0.2,1.0,CACNA1A(274); SLC1A3(160); SCN2A(153); KCNA1(95); FGF14(67)
Intestinal pseudo-obstruction,knowledge_filtered,5,5,1.0,151.0,238.0,489.80000000000007,0.4618487394957983,3026.0,0.2,0.2,0.8,FLNA(697); MYLK(179); MYH11(151); ACTG2(127); LMOD1(36)
Treacher Collins syndrome,knowledge_filtered,3,3,1.0,151.0,155.66666666666666,222.2,0.23411848679514632,3025.0,0.0,0.3333333333333333,1.0,TCOF1(240); POLR1C(151); POLR1D(76)
Pseudoxanthoma elasticum,knowledge_filtered,1,1,1.0,151.0,151.0,151.0,0.0,3020.0,0.0,0.0,1.0,ABCC6(151)
Congenital dyserythropoietic anemia,knowledge_filtered,9,8,0.8888888888888888,149.0,191.53846153846155,210.0,0.4194624652455978,3069.0,0.07692307692307693,0.07692307692307693,0.8461538461538461,HBB(871); RACGAP1(210); RACGAP1(210); KIF23(177); KIF23(177)
Hereditary elliptocytosis,knowledge_filtered,8,8,1.0,149.0,147.625,234.2,0.33202794242167655,3116.5,0.0,0.125,0.75,SLC4A1(321); EPB41(197); ACSL4(186); SPTA1(164); SPTB(134)
Metachromatic leukodystrophy,knowledge_filtered,4,4,1.0,149.0,135.66666666666666,187.0,0.19574119574119578,3064.0,0.0,0.0,1.0,PSAP(187); PSAP(187); ARSA(149); ARSA(149); ARSB(85)
Wolff-Parkinson-White syndrome,knowledge_filtered,1,1,1.0,149.0,149.0,149.0,0.0,3063.0,0.0,0.0,1.0,PRKAG2(149)
Isolated elevated serum creatine phosphokinase levels,knowledge_filtered,1,1,1.0,149.0,149.0,149.0,0.0,3061.0,0.0,0.0,1.0,CAV3(149)
Alstrom syndrome,knowledge_filtered,1,1,1.0,149.0,149.0,149.0,0.0,3065.0,0.0,0.0,1.0,ALMS1(149)
Microcephalic osteodysplastic primordial dwarfism type II,knowledge_filtered,1,1,1.0,148.0,148.0,148.0,0.0,3090.0,0.0,0.0,1.0,PCNT(148)
Omenn syndrome,knowledge_filtered,6,6,1.0,147.0,177.33333333333334,281.5,0.2478070175438596,3148.5,0.0,0.3333333333333333,1.0,IL7R(349); LIG4(214); RAG1(157); CARD11(137); RAG2(105)
GNE myopathy,knowledge_filtered,1,1,1.0,147.0,147.0,147.0,0.0,3125.0,0.0,0.0,1.0,GNE(147)
Sialuria,knowledge_filtered,1,1,1.0,147.0,147.0,147.0,0.0,3125.0,0.0,0.0,1.0,GNE(147)
Cutis laxa,knowledge_filtered,12,12,1.0,146.5,148.91666666666666,210.4,0.23255922402536836,3175.0,0.0,0.16666666666666666,1.0,ELN(311); ATP7A(214); ATP6AP2(178); ALDH18A1(172); ATP6V1A(164)
Wolf-Hirschhorn syndrome,knowledge_filtered,4,4,1.0,146.5,133.5,190.0,0.2415730337078652,3234.5,0.0,0.0,0.75,NSD2(199); MSX1(169); LETM1(124); CPLX1(42)
Transcobalamin II deficiency,knowledge_filtered,1,1,1.0,146.0,146.0,146.0,0.0,3140.0,0.0,0.0,1.0,TCN2(146)
Gamstorp-Wohlfart syndrome,knowledge_filtered,1,1,1.0,146.0,146.0,146.0,0.0,3132.0,0.0,0.0,1.0,HINT1(146)
Hereditary multiple exostoses,knowledge_filtered,2,2,1.0,144.5,144.5,148.0,0.01211072664359869,3189.5,0.0,0.0,1.0,EXT2(148); EXT2(148); EXT1(141); EXT1(141)
Acrocallosal syndrome,knowledge_filtered,2,2,1.0,144.5,144.5,202.5,0.25086505190311414,4298.5,0.0,0.5,1.0,GLI3(217); KIF7(72)
hemolytic-uremic syndrome,knowledge_filtered,11,11,1.0,143.0,270.72727272727275,747.0,0.5032663776787349,3244.0,0.18181818181818182,0.45454545454545453,1.0,CFH(890); C3(747); THBD(348); CD46(253); CFB(231)
Benign neonatal seizures,knowledge_filtered,2,2,1.0,143.0,143.0,179.0,0.1573426573426573,3627.0,0.0,0.0,1.0,KCNQ2(188); KCNQ3(98)
Pyruvate kinase deficiency of red cells,knowledge_filtered,1,1,1.0,143.0,143.0,143.0,0.0,3233.0,0.0,0.0,1.0,PKLR(143)
Complement factor I deficiency,knowledge_filtered,1,1,1.0,143.0,143.0,143.0,0.0,3244.0,0.0,0.0,1.0,CFI(143)
Dent disease,knowledge_filtered,2,2,1.0,142.5,142.5,164.5,0.09649122807017552,3408.0,0.0,0.0,1.0,OCRL(170); CLCN5(115)
Progressive myoclonus epilepsy 4,knowledge_filtered,1,1,1.0,142.0,142.0,142.0,0.0,3257.0,0.0,0.0,1.0,SCARB2(142)
Developmental and epileptic encephalopathy 14,knowledge_filtered,25,25,1.0,141.0,151.52,301.0000000000001,0.32810982048574444,3275.0,0.0,0.2,1.0,SCN1A(399); SMC1A(334); WWOX(329); KARS1(259); AIMP1(216)
Childhood absence epilepsy,knowledge_filtered,5,5,1.0,141.0,123.8,163.6,0.20420032310177713,3282.0,0.0,0.0,0.8,GABRG2(168); GABRA1(157); GABRB3(141); CACNA1H(129); JRK(24)
Developmental and epileptic encephalopathy 2,knowledge_filtered,1,1,1.0,141.0,141.0,141.0,0.0,3275.0,0.0,0.0,1.0,CDKL5(141)
Complement component 2 deficiency,knowledge_filtered,1,1,1.0,140.0,140.0,140.0,0.0,3324.0,0.0,0.0,1.0,C2(140)
Mitochondrial DNA depletion syndrome 7,knowledge_filtered,1,1,1.0,140.0,140.0,140.0,0.0,3323.0,0.0,0.0,1.0,TWNK(140)
Primary pulmonary hypertension,knowledge_filtered,10,10,1.0,139.5,289.5,600.6999999999998,0.5346113989637306,3344.0,0.2,0.3,0.9,CAV1(1219); ENG(532); BMPR2(348); ACVRL1(195); EIF2AK4(144)
Diabetes mellitus,knowledge_filtered,88,87,0.9886363636363636,139.0,387.32183908045977,1086.2000000000007,0.639453220536362,3357.0,0.21839080459770116,0.40229885057471265,0.8735632183908046,STAT3(3689); ADIPOQ(2462); PPARG(2273); LEP(1911); CCR5(1643)
Interstitial lung disease 1,knowledge_filtered,25,25,1.0,139.0,647.32,2172.6000000000004,0.708303775566953,3345.0,0.24,0.4,0.92,TGFB1(5005); HLA-DRB1(2868); MAPT(2219); TERT(2103); TLR3(749)
Pachyonychia congenita,knowledge_filtered,5,5,1.0,139.0,131.4,189.0,0.22770167427701668,3343.0,0.0,0.2,1.0,KRT17(215); KRT16(150); KRT6A(139); KRT6B(100); KRT6C(53)
megacystis-microcolon-intestinal hypoperistalsis syndrome,knowledge_filtered,4,4,1.0,139.0,123.25,170.6,0.22971602434077076,3371.5,0.0,0.0,0.75,MYLK(179); MYH11(151); ACTG2(127); LMOD1(36)
