Disease,dataset,n_genes_total,n_genes_with_pubmed,coverage_pubmed,median_pubmed,mean_pubmed,p90_pubmed,gini_pubmed,median_rank,frac_in_top500,frac_in_top2000,frac_in_top10000,top_genes
Peroxisomal biogenesis disorder,knowledge_full,13,13,1.0,60.5,70.875,113.0,0.22685185185185186,7764.5,0.0,0.0,0.8125,PEX5(147); PEX19(125); PEX14(101); PEX1(96); PEX3(80)
Zellweger syndrome,knowledge_full,13,13,1.0,60.5,70.875,113.0,0.22685185185185186,7764.5,0.0,0.0,0.8125,PEX5(147); PEX19(125); PEX14(101); PEX1(96); PEX3(80)
Urofacial syndrome,knowledge_full,1,1,1.0,60.0,60.0,60.0,0.0,7794.0,0.0,0.0,1.0,HPSE2(60)
Congenital myasthenic syndrome,knowledge_full,26,26,1.0,59.5,88.60526315789474,171.0,0.3630515998937051,7887.5,0.0,0.05263157894736842,0.7894736842105263,PLEC(335); SNAP25(271); SLC25A1(201); GFPT1(171); GFPT1(171)
Neuromuscular junction disease,knowledge_full,26,26,1.0,59.5,88.60526315789474,171.0,0.3630515998937051,7887.5,0.0,0.05263157894736842,0.7894736842105263,PLEC(335); SNAP25(271); SLC25A1(201); GFPT1(171); GFPT1(171)
cone-rod dystrophy,knowledge_full,41,39,0.9512195121951219,59.0,94.21311475409836,179.0,0.48020492516409136,7942.0,0.03278688524590164,0.06557377049180328,0.7213114754098361,PROM1(631); PROM1(631); ABCA4(323); ABCA4(323); RPGR(183)
Congenital muscular dystrophy,knowledge_full,31,31,1.0,59.0,112.08510638297872,155.99999999999997,0.5465193298760884,7929.0,0.0425531914893617,0.0425531914893617,0.7446808510638298,LMNA(1073); LMNA(1073); DAG1(177); DAG1(177); DPM1(168)
ICD10:G712,knowledge_full,31,31,1.0,59.0,112.08510638297872,155.99999999999997,0.5465193298760884,7929.0,0.0425531914893617,0.0425531914893617,0.7446808510638298,LMNA(1073); LMNA(1073); DAG1(177); DAG1(177); DPM1(168)
Gray platelet syndrome,knowledge_full,2,2,1.0,59.0,59.0,77.4,0.19491525423728806,8553.5,0.0,0.0,0.5,KAT6B(82); NBEAL2(36)
Roberts syndrome,knowledge_full,1,1,1.0,59.0,59.0,59.0,0.0,7889.0,0.0,0.0,1.0,ESCO2(59)
Isolated sulfite oxidase deficiency,knowledge_full,1,1,1.0,59.0,59.0,59.0,0.0,7902.0,0.0,0.0,1.0,SUOX(59)
Hyperlysinemia,knowledge_full,1,1,1.0,59.0,59.0,59.0,0.0,7933.0,0.0,0.0,1.0,AASS(59)
Neuronal ceroid lipofuscinosis 5,knowledge_full,1,1,1.0,59.0,59.0,59.0,0.0,7943.0,0.0,0.0,1.0,CLN5(59)
Congenital disorder of glycosylation type II,knowledge_full,2,2,1.0,58.5,58.5,61.3,0.029914529914529808,7984.0,0.0,0.0,1.0,SLC35A2(62); COG5(55)
Primary hyperoxaluria,knowledge_full,3,3,1.0,58.0,71.66666666666667,109.2,0.26976744186046514,8055.0,0.0,0.0,0.6666666666666666,AGXT(122); GRHPR(58); HOGA1(35)
Chromosome 18q deletion syndrome,knowledge_full,3,3,1.0,58.0,114.0,235.10000000000005,0.4638157894736842,8068.0,0.0,0.25,0.75,TCF4(311); ABAT(58); ABAT(58); TSHZ1(29)
Mitochondrial DNA depletion syndrome 2,knowledge_full,1,1,1.0,58.0,58.0,58.0,0.0,8030.0,0.0,0.0,1.0,TK2(58)
Focal dermal hypoplasia,knowledge_full,1,1,1.0,58.0,58.0,58.0,0.0,7987.0,0.0,0.0,1.0,PORCN(58)
GABA aminotransferase deficiency,knowledge_full,1,1,1.0,58.0,58.0,58.0,0.0,8068.0,0.0,0.0,1.0,ABAT(58)
Edwards syndrome,knowledge_full,1,1,1.0,58.0,58.0,58.0,0.0,8068.0,0.0,0.0,1.0,ABAT(58)
ICD10:Q913,knowledge_full,1,1,1.0,58.0,58.0,58.0,0.0,8068.0,0.0,0.0,1.0,ABAT(58)
Mitochondrial DNA depletion syndrome 3,knowledge_full,1,1,1.0,57.0,57.0,57.0,0.0,8155.0,0.0,0.0,1.0,DGUOK(57)
Mucosulfatidosis,knowledge_full,1,1,1.0,57.0,57.0,57.0,0.0,8112.0,0.0,0.0,1.0,SUMF1(57)
Mitochondrial DNA depletion syndrome 6,knowledge_full,1,1,1.0,57.0,57.0,57.0,0.0,8190.0,0.0,0.0,1.0,MPV17(57)
Combined oxidative phosphorylation deficiency 12,knowledge_full,1,1,1.0,57.0,57.0,57.0,0.0,8176.0,0.0,0.0,1.0,EARS2(57)
Retinitis pigmentosa,knowledge_full,111,108,0.972972972972973,56.0,99.47402597402598,201.60000000000014,0.4784750793302266,8237.0,0.01948051948051948,0.09740259740259741,0.6948051948051948,AHR(805); PROM1(631); PROM1(631); PRPF8(354); PRPF8(354)
Congenital disorder of glycosylation,knowledge_full,57,54,0.9473684210526315,56.0,76.67796610169492,148.4,0.34825188448800376,8255.0,0.0,0.03389830508474576,0.7627118644067796,CAD(285); DDOST(210); ATP6AP2(178); DPM1(168); STT3A(165)
adolescence-adult electroclinical syndrome,knowledge_full,5,5,1.0,56.0,73.4,121.80000000000001,0.28119891008174386,8218.0,0.0,0.0,0.8,GABRA1(157); CLCN2(69); EFHC1(56); CACNB4(45); GABRD(40)
Juvenile myoclonic epilepsy,knowledge_full,5,5,1.0,56.0,73.4,121.80000000000001,0.28119891008174386,8218.0,0.0,0.0,0.8,GABRA1(157); CLCN2(69); EFHC1(56); CACNB4(45); GABRD(40)
Distal arthrogryposis type 2B,knowledge_full,4,4,1.0,56.0,80.25,132.40000000000003,0.2811526479750779,8333.0,0.0,0.0,1.0,TPM2(163); MYH3(61); TNNI2(51); TNNT3(46)
Fraser syndrome,knowledge_full,3,3,1.0,56.0,65.66666666666667,88.8,0.17935702199661593,8328.0,0.0,0.0,1.0,GRIP1(97); FRAS1(56); FREM2(44)
Saul-Wilson syndrome,knowledge_full,1,1,1.0,56.0,56.0,56.0,0.0,8255.0,0.0,0.0,1.0,COG4(56)
X-linked intellectual developmental disorder 109,knowledge_full,1,1,1.0,56.0,56.0,56.0,0.0,8337.0,0.0,0.0,1.0,AFF2(56)
Pontocerebellar hypoplasia,knowledge_full,10,10,1.0,55.5,67.7,123.69999999999999,0.27607090103397347,8345.0,0.0,0.0,0.7,VRK1(139); EXOSC3(122); CHMP1A(83); AMPD2(69); RARS2(58)
MHC class II deficiency,knowledge_full,4,4,1.0,55.0,92.75,177.40000000000003,0.39555256064690025,8671.5,0.0,0.25,0.5,CIITA(223); RFX5(71); RFXAP(39); RFXANK(38)
ICD10:D817,knowledge_full,4,4,1.0,55.0,92.75,177.40000000000003,0.39555256064690025,8671.5,0.0,0.25,0.5,CIITA(223); RFX5(71); RFXAP(39); RFXANK(38)
Hyperekplexia,knowledge_full,3,3,1.0,55.0,80.33333333333333,127.0,0.2876901798063624,8366.0,0.0,0.0,0.6666666666666666,GLRA1(145); GLRB(55); SLC6A5(41)
Glycine encephalopathy,knowledge_full,2,2,1.0,55.0,55.0,67.0,0.13636363636363646,8614.5,0.0,0.0,0.5,GLDC(70); AMT(40)
Mal de Meleda,knowledge_full,1,1,1.0,55.0,55.0,55.0,0.0,8421.0,0.0,0.0,1.0,SLURP1(55)
Canavan disease,knowledge_full,1,1,1.0,55.0,55.0,55.0,0.0,8377.0,0.0,0.0,1.0,ASPA(55)
Burn-McKeown syndrome,knowledge_full,1,1,1.0,55.0,55.0,55.0,0.0,8362.0,0.0,0.0,1.0,TXNL4A(55)
Congenital disorder of glycosylation type IIi,knowledge_full,1,1,1.0,55.0,55.0,55.0,0.0,8395.0,0.0,0.0,1.0,COG5(55)
Christianson syndrome,knowledge_full,1,1,1.0,55.0,55.0,55.0,0.0,8441.0,0.0,0.0,1.0,SLC9A6(55)
Schizoaffective disorder,knowledge_full,6,6,1.0,54.5,61.333333333333336,102.0,0.3260869565217391,8501.5,0.0,0.0,0.8333333333333334,GABRB3(141); GABRB1(63); GABRA5(60); GABRA4(49); GABRR1(45)
ICD10:F25,knowledge_full,6,6,1.0,54.5,61.333333333333336,102.0,0.3260869565217391,8501.5,0.0,0.0,0.8333333333333334,GABRB3(141); GABRB1(63); GABRA5(60); GABRA4(49); GABRR1(45)
Hypotrichosis 6,knowledge_full,3,3,1.0,54.0,49.0,54.0,0.06802721088435366,8554.0,0.0,0.0,0.6666666666666666,LIPH(54); LPAR6(54); DSG4(39)
Physical urticaria,knowledge_full,1,1,1.0,54.0,54.0,54.0,0.0,8555.0,0.0,0.0,1.0,ADGRE2(54)
Vibratory urticaria,knowledge_full,1,1,1.0,54.0,54.0,54.0,0.0,8555.0,0.0,0.0,1.0,ADGRE2(54)
Urticaria,knowledge_full,1,1,1.0,54.0,54.0,54.0,0.0,8555.0,0.0,0.0,1.0,ADGRE2(54)
ICD10:L5,knowledge_full,1,1,1.0,54.0,54.0,54.0,0.0,8555.0,0.0,0.0,1.0,ADGRE2(54)
ICD10:L50,knowledge_full,1,1,1.0,54.0,54.0,54.0,0.0,8555.0,0.0,0.0,1.0,ADGRE2(54)
carnitine-acylcarnitine translocase deficiency,knowledge_full,1,1,1.0,54.0,54.0,54.0,0.0,8471.0,0.0,0.0,1.0,SLC25A20(54)
beta-mannosidosis,knowledge_full,1,1,1.0,54.0,54.0,54.0,0.0,8488.0,0.0,0.0,1.0,MANBA(54)
Erythrokeratodermia variabilis,knowledge_full,4,4,1.0,53.5,226.25,561.4000000000001,0.626243093922652,9391.0,0.25,0.25,0.5,GJA1(769); GJB3(77); GJB4(30); KRT83(29)
Hyperopia,knowledge_full,4,4,1.0,53.5,62.0,100.80000000000001,0.3004032258064516,8666.5,0.0,0.0,0.75,MAFB(117); CHN1(63); MFRP(44); PRSS56(24)
ICD10:H520,knowledge_full,4,4,1.0,53.5,62.0,100.80000000000001,0.3004032258064516,8666.5,0.0,0.0,0.75,MAFB(117); CHN1(63); MFRP(44); PRSS56(24)
ICD10:Q6,knowledge_full,25,25,1.0,53.0,73.78947368421052,120.40000000000029,0.36804564907275317,8598.0,0.0,0.05263157894736842,0.6052631578947368,PKD1(362); PKD2(274); UMOD(200); CEP290(168); PKHD1(100)
ICD10:Q61,knowledge_full,25,25,1.0,53.0,73.78947368421052,120.40000000000029,0.36804564907275317,8598.0,0.0,0.05263157894736842,0.6052631578947368,PKD1(362); PKD2(274); UMOD(200); CEP290(168); PKHD1(100)
Dandy-Walker syndrome,knowledge_full,3,3,1.0,53.0,108.0,208.20000000000002,0.45884773662551437,8677.0,0.0,0.3333333333333333,0.6666666666666666,FOXC1(247); ZIC1(53); ZIC4(24)
ICD10:Q03,knowledge_full,3,3,1.0,53.0,108.0,208.20000000000002,0.45884773662551437,8677.0,0.0,0.3333333333333333,0.6666666666666666,FOXC1(247); ZIC1(53); ZIC4(24)
ICD10:Q031,knowledge_full,3,3,1.0,53.0,108.0,208.20000000000002,0.45884773662551437,8677.0,0.0,0.3333333333333333,0.6666666666666666,FOXC1(247); ZIC1(53); ZIC4(24)
Spermatogenic failure,knowledge_full,2,2,1.0,53.0,53.0,74.6,0.2547169811320755,9786.5,0.0,0.0,0.5,AURKC(80); DPY19L2(26)
Hereditary spastic paraplegia 35,knowledge_full,1,1,1.0,53.0,53.0,53.0,0.0,8595.0,0.0,0.0,1.0,FA2H(53)
Ethylmalonic encephalopathy,knowledge_full,1,1,1.0,53.0,53.0,53.0,0.0,8608.0,0.0,0.0,1.0,ETHE1(53)
Ornithine translocase deficiency,knowledge_full,1,1,1.0,53.0,53.0,53.0,0.0,8691.0,0.0,0.0,1.0,SLC25A15(53)
Mitochondrial DNA depletion syndrome 13,knowledge_full,1,1,1.0,53.0,53.0,53.0,0.0,8681.0,0.0,0.0,1.0,FBXL4(53)
3-methylglutaconic aciduria type 5,knowledge_full,1,1,1.0,53.0,53.0,53.0,0.0,8606.0,0.0,0.0,1.0,DNAJC19(53)
Refsum disease,knowledge_full,2,2,1.0,52.5,52.5,54.5,0.023809523809523725,8650.5,0.0,0.0,1.0,PHYH(55); PEX7(50)
ICD10:G601,knowledge_full,2,2,1.0,52.5,52.5,54.5,0.023809523809523725,8650.5,0.0,0.0,1.0,PHYH(55); PEX7(50)
ICD10:H5,knowledge_full,36,36,1.0,52.0,71.48780487804878,122.0,0.45150660309059587,8718.0,0.0,0.07317073170731707,0.6097560975609756,GNB3(430); RHO(245); ATF6(237); LRPAP1(163); SCO2(122)
Nephronophthisis,knowledge_full,22,22,1.0,52.0,59.08571428571429,91.80000000000001,0.2597402597402597,8728.0,0.0,0.0,0.5714285714285714,UMOD(200); CEP290(168); NPHP1(93); NPHP1(93); DCDC2(90)
ICD10:Q615,knowledge_full,22,22,1.0,52.0,59.08571428571429,91.80000000000001,0.2597402597402597,8728.0,0.0,0.0,0.5714285714285714,UMOD(200); CEP290(168); NPHP1(93); NPHP1(93); DCDC2(90)
Mucopolysaccharidosis III,knowledge_full,4,4,1.0,52.0,50.75,58.300000000000004,0.08497536945812811,8748.0,0.0,0.0,0.75,NAGLU(61); GNS(52); SGSH(52); HGSNAT(38)
Hennekam syndrome,knowledge_full,2,2,1.0,52.0,52.0,60.0,0.09615384615384626,8922.5,0.0,0.0,0.5,FAT4(62); CCBE1(42)
histiocytosis-lymphadenopathy plus syndrome,knowledge_full,1,1,1.0,52.0,52.0,52.0,0.0,8797.0,0.0,0.0,1.0,SLC29A3(52)
Schindler disease,knowledge_full,1,1,1.0,52.0,52.0,52.0,0.0,8713.0,0.0,0.0,1.0,NAGA(52)
Pyridoxamine 5'-phosphate oxidase deficiency,knowledge_full,1,1,1.0,52.0,52.0,52.0,0.0,8752.0,0.0,0.0,1.0,PNPO(52)
Right atrial isomerism,knowledge_full,20,20,1.0,51.5,121.2,261.1000000000001,0.5556930693069307,8835.0,0.05,0.2,0.65,SMAD2(736); GATA4(325); NAT10(254); NKX2-5(225); NODAL(131)
Ichthyosis,knowledge_full,12,12,1.0,51.5,79.625,208.0,0.48341836734693877,8896.5,0.0,0.125,0.5,KRT1(263); KRT10(231); TGM1(185); CASP14(135); ABCA12(62)
Achromatopsia,knowledge_full,6,6,1.0,51.5,80.5,158.5,0.41442374051069697,8924.0,0.0,0.16666666666666666,0.6666666666666666,ATF6(237); CNGA3(80); CNGB3(59); GNAT2(44); PDE6C(38)
Familial isolated deficiency of vitamin E,knowledge_full,1,1,1.0,51.0,51.0,51.0,0.0,8915.0,0.0,0.0,1.0,TTPA(51)
Alkaptonuria,knowledge_full,1,1,1.0,51.0,51.0,51.0,0.0,8817.0,0.0,0.0,1.0,HGD(51)
ICD10:E702,knowledge_full,1,1,1.0,51.0,51.0,51.0,0.0,8817.0,0.0,0.0,1.0,HGD(51)
Bardet-Biedl syndrome,knowledge_full,25,24,0.96,50.5,63.63157894736842,109.20000000000036,0.30061817073701624,8922.0,0.0,0.0,0.7105263157894737,TRIM32(174); TRIM32(174); CEP290(168); CEP290(168); BBS1(84)
Hermansky-Pudlak syndrome,knowledge_full,11,11,1.0,50.0,79.35,179.40000000000006,0.39410838059231257,9011.0,0.0,0.1,0.55,DTNBP1(219); DTNBP1(219); AP3D1(175); AP3B1(164); AP3B1(164)
"contractures, pterygia, and spondylocarpotarsal fusion syndrome",knowledge_full,4,4,1.0,50.0,52.5,69.5,0.15714285714285725,9163.0,0.0,0.0,0.5,CHRNA1(74); RAPSN(59); CHRND(41); CHRNG(36)
Mucolipidosis III gamma,knowledge_full,1,1,1.0,50.0,50.0,50.0,0.0,8970.0,0.0,0.0,1.0,GNPTG(50)
Carpenter syndrome,knowledge_full,2,2,1.0,49.5,49.5,61.9,0.15656565656565657,9462.5,0.0,0.0,0.5,RAB23(65); MEGF8(34)
Tooth disease,knowledge_full,32,32,1.0,49.0,65.5,143.20000000000002,0.40386564885496185,9087.0,0.0,0.0,0.58,COL7A1(208); LAMC2(188); COL17A1(155); LAMB3(154); LAMB3(154)
Mouth disease,knowledge_full,32,32,1.0,49.0,65.5,143.20000000000002,0.40386564885496185,9087.0,0.0,0.0,0.58,COL7A1(208); LAMC2(188); COL17A1(155); LAMB3(154); LAMB3(154)
ICD10:K0,knowledge_full,32,32,1.0,49.0,65.5,143.20000000000002,0.40386564885496185,9087.0,0.0,0.0,0.58,COL7A1(208); LAMC2(188); COL17A1(155); LAMB3(154); LAMB3(154)
ICD10:K00,knowledge_full,32,32,1.0,49.0,65.5,143.20000000000002,0.40386564885496185,9087.0,0.0,0.0,0.58,COL7A1(208); LAMC2(188); COL17A1(155); LAMB3(154); LAMB3(154)
ICD10:K005,knowledge_full,32,32,1.0,49.0,65.5,143.20000000000002,0.40386564885496185,9087.0,0.0,0.0,0.58,COL7A1(208); LAMC2(188); COL17A1(155); LAMB3(154); LAMB3(154)
Teeth hard tissue disease,knowledge_full,31,31,1.0,49.0,65.06122448979592,144.40000000000003,0.4080992497375362,9087.0,0.0,0.0,0.5714285714285714,COL7A1(208); LAMC2(188); COL17A1(155); LAMB3(154); LAMB3(154)
Amelogenesis imperfecta,knowledge_full,31,31,1.0,49.0,65.06122448979592,144.40000000000003,0.4080992497375362,9087.0,0.0,0.0,0.5714285714285714,COL7A1(208); LAMC2(188); COL17A1(155); LAMB3(154); LAMB3(154)
Dental enamel hypoplasia,knowledge_full,31,31,1.0,49.0,65.06122448979592,144.40000000000003,0.4080992497375362,9087.0,0.0,0.0,0.5714285714285714,COL7A1(208); LAMC2(188); COL17A1(155); LAMB3(154); LAMB3(154)
ICD10:K004,knowledge_full,31,31,1.0,49.0,65.06122448979592,144.40000000000003,0.4080992497375362,9087.0,0.0,0.0,0.5714285714285714,COL7A1(208); LAMC2(188); COL17A1(155); LAMB3(154); LAMB3(154)
ICD10:K03,knowledge_full,31,31,1.0,49.0,65.06122448979592,144.40000000000003,0.4080992497375362,9087.0,0.0,0.0,0.5714285714285714,COL7A1(208); LAMC2(188); COL17A1(155); LAMB3(154); LAMB3(154)
ICD10:K039,knowledge_full,31,31,1.0,49.0,65.06122448979592,144.40000000000003,0.4080992497375362,9087.0,0.0,0.0,0.5714285714285714,COL7A1(208); LAMC2(188); COL17A1(155); LAMB3(154); LAMB3(154)
Walker-Warburg syndrome,knowledge_full,13,13,1.0,49.0,58.61538461538461,88.80000000000001,0.31718150615788415,9152.0,0.0,0.0,0.6153846153846154,DAG1(177); FKRP(93); POMGNT1(72); FKTN(65); POMT1(59)
Congenital sucrase-isomaltase deficiency,knowledge_full,1,1,1.0,49.0,49.0,49.0,0.0,9082.0,0.0,0.0,1.0,SI(49)
Progressive myoclonus epilepsy 1B,knowledge_full,1,1,1.0,49.0,49.0,49.0,0.0,9216.0,0.0,0.0,1.0,PRICKLE1(49)
Arterial tortuosity syndrome,knowledge_full,1,1,1.0,49.0,49.0,49.0,0.0,9081.0,0.0,0.0,1.0,SLC2A10(49)
3-methylglutaconic aciduria,knowledge_full,6,5,0.8333333333333334,48.0,56.4,84.80000000000001,0.21985815602836886,9280.0,0.0,0.0,0.6,CLPB(106); DNAJC19(53); OPA3(48); AUH(40); SERAC1(35)
Fazio-Londe disease,knowledge_full,2,2,1.0,48.0,48.0,54.4,0.08333333333333326,9379.5,0.0,0.0,0.5,SLC52A3(56); SLC52A2(40)
Progressive bulbar palsy,knowledge_full,2,2,1.0,48.0,48.0,54.4,0.08333333333333326,9379.5,0.0,0.0,0.5,SLC52A3(56); SLC52A2(40)
3-methylglutaconic aciduria type 3,knowledge_full,1,1,1.0,48.0,48.0,48.0,0.0,9280.0,0.0,0.0,1.0,OPA3(48)
Optic atrophy 3,knowledge_full,1,1,1.0,48.0,48.0,48.0,0.0,9280.0,0.0,0.0,1.0,OPA3(48)
Optic atrophy,knowledge_full,1,1,1.0,48.0,48.0,48.0,0.0,9280.0,0.0,0.0,1.0,OPA3(48)
ICD10:H47,knowledge_full,1,1,1.0,48.0,48.0,48.0,0.0,9280.0,0.0,0.0,1.0,OPA3(48)
ICD10:H472,knowledge_full,1,1,1.0,48.0,48.0,48.0,0.0,9280.0,0.0,0.0,1.0,OPA3(48)
Autosomal dominant intellectual developmental disorder 43,knowledge_full,1,1,1.0,48.0,48.0,48.0,0.0,9335.0,0.0,0.0,1.0,HIVEP2(48)
Microphthalmia with limb anomalies,knowledge_full,1,1,1.0,47.0,47.0,47.0,0.0,9381.0,0.0,0.0,1.0,SMOC1(47)
Hereditary spastic paraplegia 31,knowledge_full,1,1,1.0,47.0,47.0,47.0,0.0,9377.0,0.0,0.0,1.0,REEP1(47)
Guanidinoacetate methyltransferase deficiency,knowledge_full,1,1,1.0,47.0,47.0,47.0,0.0,9426.0,0.0,0.0,1.0,GAMT(47)
ICD10:Q77,knowledge_full,18,16,0.8888888888888888,46.0,157.8421052631579,615.0,0.5839139362243554,9531.0,0.15789473684210525,0.21052631578947367,0.5789473684210527,FGFR3(615); FGFR3(615); FGFR3(615); COL2A1(381); TRIP11(99)
Nonsyndromic congenital nail disorder,knowledge_full,2,2,1.0,46.0,46.0,64.4,0.25,10518.0,0.0,0.0,0.5,FZD6(69); RSPO4(23)
Nail disease,knowledge_full,2,2,1.0,46.0,46.0,64.4,0.25,10518.0,0.0,0.0,0.5,FZD6(69); RSPO4(23)
ICD10:L60,knowledge_full,2,2,1.0,46.0,46.0,64.4,0.25,10518.0,0.0,0.0,0.5,FZD6(69); RSPO4(23)
ICD10:Q91,knowledge_full,2,2,1.0,46.0,46.0,55.6,0.13043478260869557,9797.0,0.0,0.0,0.5,ABAT(58); AADAC(34)
Chromosome 15q13.3 microdeletion syndrome,knowledge_full,1,1,1.0,46.0,46.0,46.0,0.0,9576.0,0.0,0.0,1.0,AANAT(46)
Chromosome 15q24 deletion syndrome,knowledge_full,1,1,1.0,46.0,46.0,46.0,0.0,9576.0,0.0,0.0,1.0,AANAT(46)
Lysinuric protein intolerance,knowledge_full,1,1,1.0,46.0,46.0,46.0,0.0,9569.0,0.0,0.0,1.0,SLC7A7(46)
Steroid inherited metabolic disorder,knowledge_full,3,3,1.0,45.0,109.66666666666667,215.4,0.4701114488348532,9674.0,0.0,0.3333333333333333,0.6666666666666666,POR(258); AKR1D1(45); HSD3B7(26)
Molybdenum cofactor deficiency,knowledge_full,3,3,1.0,45.0,69.66666666666667,105.0,0.24242424242424235,9728.0,0.0,0.0,1.0,GPHN(120); MOCS1(45); MOCS2(44)
Congenital bile acid synthesis defect 2,knowledge_full,1,1,1.0,45.0,45.0,45.0,0.0,9674.0,0.0,0.0,1.0,AKR1D1(45)
Vici syndrome,knowledge_full,1,1,1.0,45.0,45.0,45.0,0.0,9786.0,0.0,0.0,1.0,EPG5(45)
Spondyloepiphyseal dysplasia with congenital joint dislocations,knowledge_full,1,1,1.0,45.0,45.0,45.0,0.0,9704.0,0.0,0.0,1.0,CHST3(45)
ICD10:Q777,knowledge_full,1,1,1.0,45.0,45.0,45.0,0.0,9704.0,0.0,0.0,1.0,CHST3(45)
Gilles de la Tourette syndrome,knowledge_full,1,1,1.0,45.0,45.0,45.0,0.0,9679.0,0.0,0.0,1.0,SLITRK1(45)
Tic disorder,knowledge_full,1,1,1.0,45.0,45.0,45.0,0.0,9679.0,0.0,0.0,1.0,SLITRK1(45)
ICD10:F9,knowledge_full,1,1,1.0,45.0,45.0,45.0,0.0,9679.0,0.0,0.0,1.0,SLITRK1(45)
ICD10:F95,knowledge_full,1,1,1.0,45.0,45.0,45.0,0.0,9679.0,0.0,0.0,1.0,SLITRK1(45)
Monilethrix,knowledge_full,4,4,1.0,44.5,43.0,52.8,0.125,9813.0,0.0,0.0,0.5,KRT86(54); KRT81(50); DSG4(39); KRT83(29)
ICD10:H53,knowledge_full,24,24,1.0,44.0,70.27586206896552,132.1999999999999,0.4982910899800345,9864.0,0.0,0.10344827586206896,0.5172413793103449,GNB3(430); RHO(245); ATF6(237); GUCY2D(106); CNGA3(80)
Color blindness,knowledge_full,9,9,1.0,44.0,68.77777777777777,111.40000000000003,0.38341410877759824,9864.0,0.0,0.1111111111111111,0.5555555555555556,ATF6(237); CNGA3(80); OPN1LW(65); CNGB3(59); GNAT2(44)
Blindness,knowledge_full,9,9,1.0,44.0,68.77777777777777,111.40000000000003,0.38341410877759824,9864.0,0.0,0.1111111111111111,0.5555555555555556,ATF6(237); CNGA3(80); OPN1LW(65); CNGB3(59); GNAT2(44)
ICD10:H535,knowledge_full,9,9,1.0,44.0,68.77777777777777,111.40000000000003,0.38341410877759824,9864.0,0.0,0.1111111111111111,0.5555555555555556,ATF6(237); CNGA3(80); OPN1LW(65); CNGB3(59); GNAT2(44)
ICD10:H54,knowledge_full,9,9,1.0,44.0,68.77777777777777,111.40000000000003,0.38341410877759824,9864.0,0.0,0.1111111111111111,0.5555555555555556,ATF6(237); CNGA3(80); OPN1LW(65); CNGB3(59); GNAT2(44)
Neurodegeneration with brain iron accumulation 4,knowledge_full,1,1,1.0,44.0,44.0,44.0,0.0,9894.0,0.0,0.0,1.0,C19ORF12(44)
Neuronal ceroid lipofuscinosis 7,knowledge_full,1,1,1.0,44.0,44.0,44.0,0.0,9810.0,0.0,0.0,1.0,MFSD8(44)
Visceral heterotaxy,knowledge_full,28,26,0.9285714285714286,43.5,108.32352941176471,245.29999999999998,0.6108431425787801,9898.5,0.058823529411764705,0.14705882352941177,0.5,SMAD2(736); SMAD2(736); GATA4(325); NAT10(254); NKX2-5(225)
Joubert syndrome,knowledge_full,34,33,0.9705882352941176,43.0,50.27272727272727,86.00000000000001,0.2992675397738689,10064.0,0.0,0.0,0.48484848484848486,CEP290(168); OFD1(122); NPHP1(93); AHI1(89); RPGRIP1L(74)
Poikiloderma with neutropenia,knowledge_full,1,1,1.0,43.0,43.0,43.0,0.0,9974.0,0.0,0.0,1.0,USB1(43)
Kaufman oculocerebrofacial syndrome,knowledge_full,1,1,1.0,43.0,43.0,43.0,0.0,10031.0,0.0,0.0,0.0,UBE3B(43)
scalp-ear-nipple syndrome,knowledge_full,1,1,1.0,43.0,43.0,43.0,0.0,10001.0,0.0,0.0,0.0,KCTD1(43)
Multiple mitochondrial dysfunctions syndrome,knowledge_full,2,2,1.0,42.5,42.5,50.9,0.12352941176470589,10267.0,0.0,0.0,0.5,NFU1(53); BOLA3(32)
Asphyxiating thoracic dystrophy,knowledge_full,11,9,0.8181818181818182,42.0,47.0,56.899999999999984,0.15617021276595738,10160.0,0.0,0.0,0.4,DYNC2H1(92); CSPP1(53); CEP120(47); WDR35(46); IFT172(42)
ICD10:Q772,knowledge_full,11,9,0.8181818181818182,42.0,47.0,56.899999999999984,0.15617021276595738,10160.0,0.0,0.0,0.4,DYNC2H1(92); CSPP1(53); CEP120(47); WDR35(46); IFT172(42)
Coenzyme Q10 deficiency disease,knowledge_full,9,9,1.0,42.0,48.55555555555556,62.400000000000006,0.1301805237732011,10099.0,0.0,0.0,0.3333333333333333,COQ8A(84); COQ8B(57); COQ2(50); PDSS2(43); COQ4(42)
Hereditary spastic paraplegia 15,knowledge_full,1,1,1.0,42.0,42.0,42.0,0.0,10230.0,0.0,0.0,0.0,ZFYVE26(42)
Hypomyelinating leukodystrophy 2,knowledge_full,1,1,1.0,42.0,42.0,42.0,0.0,10139.0,0.0,0.0,0.0,GJC2(42)
short-rib thoracic dysplasia 9 with or without polydactyly,knowledge_full,1,1,1.0,42.0,42.0,42.0,0.0,10191.0,0.0,0.0,0.0,IFT140(42)
Congenital stationary night blindness,knowledge_full,15,15,1.0,41.5,70.95,119.9000000000002,0.5398520084566596,10369.0,0.0,0.1,0.5,GNB3(430); RHO(245); GUCY2D(106); CACNA1F(80); TRPM1(61)
Hereditary night blindness,knowledge_full,15,15,1.0,41.5,70.95,119.9000000000002,0.5398520084566596,10369.0,0.0,0.1,0.5,GNB3(430); RHO(245); GUCY2D(106); CACNA1F(80); TRPM1(61)
