Disease,dataset,n_genes_total,n_genes_with_pubmed,coverage_pubmed,median_pubmed,mean_pubmed,p90_pubmed,gini_pubmed,median_rank,frac_in_top500,frac_in_top2000,frac_in_top10000,top_genes
ICD10:J984,knowledge_full,57,57,1.0,428.0,1120.6666666666667,2838.6,0.6729203640931753,657.0,0.49122807017543857,0.631578947368421,0.9473684210526315,TP53(11608); EGFR(6674); TGFB1(5005); ERBB2(3350); KRAS(3044)
Neuronal ceroid lipofuscinosis 10,knowledge_full,1,1,1.0,428.0,428.0,428.0,0.0,658.0,0.0,1.0,1.0,CTSD(428)
Autoimmune disease of blood,knowledge_full,1,1,1.0,428.0,428.0,428.0,0.0,657.0,0.0,1.0,1.0,HLA-DPB1(428)
Granulomatosis with polyangiitis,knowledge_full,1,1,1.0,428.0,428.0,428.0,0.0,657.0,0.0,1.0,1.0,HLA-DPB1(428)
ICD10:M313,knowledge_full,1,1,1.0,428.0,428.0,428.0,0.0,657.0,0.0,1.0,1.0,HLA-DPB1(428)
Craniometaphyseal dysplasia,knowledge_full,2,2,1.0,424.5,424.5,700.1,0.40577149587750294,3164.5,0.5,0.5,1.0,GJA1(769); ANKH(80)
Alcohol use disorder,knowledge_full,15,15,1.0,424.0,690.8,1773.7999999999997,0.5299363057324841,663.0,0.4666666666666667,0.6666666666666666,0.9333333333333333,SLC6A4(2401); COMT(2073); DRD2(1325); SLC6A3(868); ALDH2(827)
Substance abuse,knowledge_full,15,15,1.0,424.0,690.8,1773.7999999999997,0.5299363057324841,663.0,0.4666666666666667,0.6666666666666666,0.9333333333333333,SLC6A4(2401); COMT(2073); DRD2(1325); SLC6A3(868); ALDH2(827)
Gestational diabetes,knowledge_full,8,8,1.0,424.0,481.0,715.8,0.23356288981288986,665.5,0.375,1.0,1.0,TCF7L2(853); IRS1(657); KCNQ1(638); IGF2BP2(425); KCNJ11(423)
ICD10:O2,knowledge_full,8,8,1.0,424.0,481.0,715.8,0.23356288981288986,665.5,0.375,1.0,1.0,TCF7L2(853); IRS1(657); KCNQ1(638); IGF2BP2(425); KCNJ11(423)
ICD10:O24,knowledge_full,8,8,1.0,424.0,481.0,715.8,0.23356288981288986,665.5,0.375,1.0,1.0,TCF7L2(853); IRS1(657); KCNQ1(638); IGF2BP2(425); KCNJ11(423)
Alzheimer's disease,knowledge_full,28,26,0.9285714285714286,423.5,1367.1764705882354,4612.899999999999,0.6156881305142313,669.5,0.4411764705882353,0.8235294117647058,0.9411764705882353,IL6(5459); APOE(5224); APOE(5224); APOE(5224); APP(3187)
Tauopathy,knowledge_full,28,26,0.9285714285714286,423.5,1367.1764705882354,4612.899999999999,0.6156881305142313,669.5,0.4411764705882353,0.8235294117647058,0.9411764705882353,IL6(5459); APOE(5224); APOE(5224); APOE(5224); APP(3187)
ICD10:F00,knowledge_full,28,26,0.9285714285714286,423.5,1367.1764705882354,4612.899999999999,0.6156881305142313,669.5,0.4411764705882353,0.8235294117647058,0.9411764705882353,IL6(5459); APOE(5224); APOE(5224); APOE(5224); APP(3187)
ICD10:G30,knowledge_full,28,26,0.9285714285714286,423.5,1367.1764705882354,4612.899999999999,0.6156881305142313,669.5,0.4411764705882353,0.8235294117647058,0.9411764705882353,IL6(5459); APOE(5224); APOE(5224); APOE(5224); APP(3187)
Congenital afibrinogenemia,knowledge_full,3,3,1.0,422.0,412.6666666666667,459.6,0.06569736133548727,673.0,0.0,1.0,1.0,FGB(469); FGA(422); FGG(347)
Hereditary fibrinogen A alpha-chain Amyloidosis,knowledge_full,1,1,1.0,422.0,422.0,422.0,0.0,673.0,0.0,1.0,1.0,FGA(422)
Nephroblastoma,knowledge_full,10,10,1.0,421.0,1780.5,4179.399999999997,0.7414490311710195,876.0,0.5,0.7,0.9,TP53(11608); CTNNB1(3354); WT1(758); IGF2(749); H19(569)
Peters anomaly,knowledge_full,5,5,1.0,420.0,459.8,725.4,0.26481078729882557,680.0,0.4,1.0,1.0,SOX2(815); CYP1B1(591); PAX6(420); FOXC1(247); PITX2(226)
Aniridia,knowledge_full,1,1,1.0,420.0,420.0,420.0,0.0,680.0,0.0,1.0,1.0,PAX6(420)
Iris disease,knowledge_full,1,1,1.0,420.0,420.0,420.0,0.0,680.0,0.0,1.0,1.0,PAX6(420)
ICD10:H21,knowledge_full,1,1,1.0,420.0,420.0,420.0,0.0,680.0,0.0,1.0,1.0,PAX6(420)
ICD10:H219,knowledge_full,1,1,1.0,420.0,420.0,420.0,0.0,680.0,0.0,1.0,1.0,PAX6(420)
Thoracic aortic aneurysm,knowledge_full,8,8,1.0,419.5,453.0,743.8,0.3398868653421634,785.0,0.5,0.625,1.0,SMAD3(1028); TGFBR2(622); TGFBR1(617); FBN1(526); ACTA2(313)
ICD10:I712,knowledge_full,8,8,1.0,419.5,453.0,743.8,0.3398868653421634,785.0,0.5,0.625,1.0,SMAD3(1028); TGFBR2(622); TGFBR1(617); FBN1(526); ACTA2(313)
ICD10:J9,knowledge_full,58,58,1.0,413.5,1104.2586206896551,2833.7000000000003,0.6749760278416228,697.5,0.4827586206896552,0.6206896551724138,0.9482758620689655,TP53(11608); EGFR(6674); TGFB1(5005); ERBB2(3350); KRAS(3044)
Hereditary sensory and autonomic neuropathy type 5,knowledge_full,1,1,1.0,412.0,412.0,412.0,0.0,699.0,0.0,1.0,1.0,NGF(412)
Epithelial and subepithelial dystrophy,knowledge_full,5,5,1.0,411.0,1273.0,3395.2000000000007,0.6904634721131186,700.0,0.4,0.6,0.6,APOE(5224); CLU(652); LTF(411); KRT3(43); KRT12(35)
ICD10:Q873,knowledge_full,6,6,1.0,410.5,572.5,1147.0,0.43750606501698214,978.0,0.5,0.6666666666666666,1.0,EZH2(1545); IGF2(749); H19(569); CDKN1C(252); KCNQ1OT1(164)
Beckwith-Wiedemann syndrome,knowledge_full,4,4,1.0,410.5,433.5,695.0,0.2987312572087658,978.0,0.5,0.75,1.0,IGF2(749); H19(569); CDKN1C(252); KCNQ1OT1(164)
Hypertension,knowledge_full,10,10,1.0,409.5,669.6,1264.0999999999997,0.47574671445639194,741.0,0.4,0.7,1.0,NOS3(2192); AGT(1161); AGTR1(996); NOS2(843); SELE(471)
Primary bacterial infectious disease,knowledge_full,7,7,1.0,409.0,849.0,1995.1,0.5404520023557126,1105.5,0.5,0.875,1.0,HLA-DRB1(2868); TLR2(1621); PRKN(987); LTA(592); CYP27B1(226)
Leprosy,knowledge_full,6,6,1.0,409.0,616.6666666666666,1304.0,0.47342342342342336,1105.5,0.5,0.8333333333333334,1.0,TLR2(1621); PRKN(987); LTA(592); CYP27B1(226); TLR1(224)
Arthritis,knowledge_full,48,48,1.0,406.0,866.0566037735849,2215.0,0.6217819893758224,716.0,0.4339622641509434,0.660377358490566,0.9622641509433962,TNF(6439); IL6(5459); HLA-DRB1(2868); HLA-DRB1(2868); HLA-DRB1(2868)
ICD10:M1,knowledge_full,48,48,1.0,406.0,866.0566037735849,2215.0,0.6217819893758224,716.0,0.4339622641509434,0.660377358490566,0.9622641509433962,TNF(6439); IL6(5459); HLA-DRB1(2868); HLA-DRB1(2868); HLA-DRB1(2868)
ICD10:M13,knowledge_full,48,48,1.0,406.0,866.0566037735849,2215.0,0.6217819893758224,716.0,0.4339622641509434,0.660377358490566,0.9622641509433962,TNF(6439); IL6(5459); HLA-DRB1(2868); HLA-DRB1(2868); HLA-DRB1(2868)
ICD10:M139,knowledge_full,48,48,1.0,406.0,866.0566037735849,2215.0,0.6217819893758224,716.0,0.4339622641509434,0.660377358490566,0.9622641509433962,TNF(6439); IL6(5459); HLA-DRB1(2868); HLA-DRB1(2868); HLA-DRB1(2868)
ICD10:N2,knowledge_full,11,11,1.0,405.0,457.54545454545456,1046.0,0.44574896591586444,720.0,0.45454545454545453,0.6363636363636364,0.9090909090909091,SPP1(1203); IL1RN(1046); FGF23(654); CASR(535); KL(529)
Schwannomatosis,knowledge_full,3,3,1.0,405.0,352.5,490.40000000000003,0.24148936170212765,718.0,0.25,0.75,1.0,SMARCB1(527); NF2(405); NF2(405); LZTR1(73)
Vestibular schwannomatosis,knowledge_full,1,1,1.0,405.0,405.0,405.0,0.0,718.0,0.0,1.0,1.0,NF2(405)
Thrombophilia,knowledge_full,10,10,1.0,403.0,654.5714285714286,1486.0,0.3988588888196047,724.0,0.35714285714285715,0.9285714285714286,1.0,F2(1486); F2(1486); F2(1486); F5(1343); ADAMTS13(539)
Protein C deficiency,knowledge_full,1,1,1.0,403.0,403.0,403.0,0.0,724.0,0.0,1.0,1.0,PROC(403)
Autoimmune disease of cardiovascular system,knowledge_full,4,4,1.0,402.5,770.75,1700.8000000000002,0.5394907557573791,834.5,0.25,0.75,1.0,HLA-B(2215); STING1(501); SAA1(304); SAA2(63)
ICD10:C9,knowledge_full,33,33,1.0,402.0,701.4411764705883,1801.6,0.558934521856879,769.0,0.4117647058823529,0.6176470588235294,0.9411764705882353,KRAS(3044); BRAF(2743); BRAF(2743); JAK2(1804); CCND1(1796)
Leukemia,knowledge_full,20,20,1.0,402.0,610.45,1162.0,0.4979891883037104,769.0,0.4,0.6,1.0,KRAS(3044); KIT(1171); NPM1(1161); RUNX1(931); ABL1(921)
Myeloid leukemia,knowledge_full,20,20,1.0,402.0,610.45,1162.0,0.4979891883037104,769.0,0.4,0.6,1.0,KRAS(3044); KIT(1171); NPM1(1161); RUNX1(931); ABL1(921)
ICD10:C92,knowledge_full,20,20,1.0,402.0,610.45,1162.0,0.4979891883037104,769.0,0.4,0.6,1.0,KRAS(3044); KIT(1171); NPM1(1161); RUNX1(931); ABL1(921)
ICD10:C95,knowledge_full,20,20,1.0,402.0,610.45,1162.0,0.4979891883037104,769.0,0.4,0.6,1.0,KRAS(3044); KIT(1171); NPM1(1161); RUNX1(931); ABL1(921)
Wild type beta-2-microglobulin-related Amyloidosis,knowledge_full,4,4,1.0,396.5,1532.5,3798.100000000001,0.6314029363784666,801.5,0.25,0.75,1.0,APOE(5224); B2M(471); A2M(322); APCS(113)
Timothy syndrome,knowledge_full,1,1,1.0,396.0,396.0,396.0,0.0,751.0,0.0,1.0,1.0,CACNA1C(396)
Vitiligo,knowledge_full,2,2,1.0,394.5,394.5,550.1,0.2465145754119138,1268.0,0.5,0.5,1.0,PTPN22(589); NLRP1(200)
ICD10:L80,knowledge_full,2,2,1.0,394.5,394.5,550.1,0.2465145754119138,1268.0,0.5,0.5,1.0,PTPN22(589); NLRP1(200)
substance-related disorder,knowledge_full,30,30,1.0,394.0,676.1176470588235,2073.0,0.5642355602411487,757.5,0.38235294117647056,0.6470588235294118,0.9411764705882353,ABCB1(2568); BDNF(2559); SLC6A4(2401); COMT(2073); COMT(2073)
ICD10:L6,knowledge_full,50,50,1.0,388.5,875.62,2243.600000000001,0.6204184463580092,773.5,0.46,0.64,0.92,TNF(6439); MTHFR(3862); IL1B(3209); HLA-DRB1(2868); AR(2708)
Multiple endocrine neoplasia,knowledge_full,9,9,1.0,387.0,511.6666666666667,1016.2,0.3490891543008807,777.0,0.3333333333333333,0.8888888888888888,1.0,CDKN1B(1105); RET(994); ACTB(774); ACTG1(388); MEN1(387)
Tietz syndrome,knowledge_full,1,1,1.0,386.0,386.0,386.0,0.0,780.0,0.0,1.0,1.0,MITF(386)
Bloom syndrome,knowledge_full,1,1,1.0,385.0,385.0,385.0,0.0,783.0,0.0,1.0,1.0,BLM(385)
Immunodeficiency 48,knowledge_full,1,1,1.0,384.0,384.0,384.0,0.0,785.0,0.0,1.0,1.0,ZAP70(384)
T cell deficiency,knowledge_full,1,1,1.0,384.0,384.0,384.0,0.0,785.0,0.0,1.0,1.0,ZAP70(384)
Periventricular nodular heterotopia,knowledge_full,3,3,1.0,383.0,389.6666666666667,634.2,0.3467351012261191,789.0,0.3333333333333333,0.6666666666666666,1.0,FLNA(697); NEDD4L(383); ARFGEF2(89)
Hajdu-Cheney syndrome,knowledge_full,1,1,1.0,383.0,383.0,383.0,0.0,787.0,0.0,1.0,1.0,NOTCH2(383)
Kniest dysplasia,knowledge_full,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
Torrance type platyspondylic dysplasia,knowledge_full,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
Spondyloperipheral dysplasia,knowledge_full,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
Legg-Calve-Perthes disease,knowledge_full,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
Spondyloepiphyseal dysplasia congenita,knowledge_full,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
Osteochondrosis,knowledge_full,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
ICD10:M9,knowledge_full,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
ICD10:M91,knowledge_full,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
ICD10:M912,knowledge_full,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
ICD10:M913,knowledge_full,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
Alexander disease,knowledge_full,1,1,1.0,380.0,380.0,380.0,0.0,799.0,0.0,1.0,1.0,GFAP(380)
Cell type cancer,knowledge_full,85,85,1.0,379.0,1115.3131313131314,2743.0,0.697263352259005,804.0,0.3939393939393939,0.6666666666666666,0.9595959595959596,TP53(11608); TP53(11608); TP53(11608); EGFR(6674); APOE(5224)
Fibrosarcoma,knowledge_full,3,3,1.0,373.0,444.0,759.4,0.37687687687687693,816.0,0.3333333333333333,0.6666666666666666,1.0,COL1A1(856); PDGFB(373); ABCB7(103)
Dermatofibrosarcoma protuberans,knowledge_full,3,3,1.0,373.0,444.0,759.4,0.37687687687687693,816.0,0.3333333333333333,0.6666666666666666,1.0,COL1A1(856); PDGFB(373); ABCB7(103)
Isolated growth hormone deficiency,knowledge_full,3,3,1.0,373.0,318.6666666666667,458.6,0.2629009762900976,817.0,0.0,0.6666666666666666,1.0,GH1(480); BTK(373); GHRHR(103)
Reproductive organ cancer,knowledge_full,50,50,1.0,372.0,1119.6545454545455,3140.000000000001,0.6365375388807941,820.0,0.4727272727272727,0.6909090909090909,1.0,TP53(11608); AKT1(3744); STAT3(3689); BRCA1(3448); BRCA1(3448)
Progeroid syndrome,knowledge_full,3,3,1.0,372.0,525.0,932.8000000000001,0.3991534391534392,820.0,0.3333333333333333,0.6666666666666666,1.0,LMNA(1073); WRN(372); POLR3A(130)
adult-onset autosomal dominant demyelinating leukodystrophy,knowledge_full,1,1,1.0,372.0,372.0,372.0,0.0,822.0,0.0,1.0,1.0,LMNB1(372)
Werner syndrome,knowledge_full,1,1,1.0,372.0,372.0,372.0,0.0,820.0,0.0,1.0,1.0,WRN(372)
Finnish type amyloidosis,knowledge_full,8,8,1.0,370.0,959.7777777777778,1652.8000000000006,0.6071621517326542,828.0,0.4444444444444444,0.7777777777777778,1.0,APOE(5224); SERPINA1(760); C3(747); CST3(646); GSN(370)
Corticosterone methyloxidase deficiency 1,knowledge_full,1,1,1.0,369.0,369.0,369.0,0.0,835.0,0.0,1.0,1.0,CYP11B2(369)
"Myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1",knowledge_full,2,2,1.0,368.0,368.0,520.0,0.25815217391304346,1455.5,0.5,0.5,1.0,PDGFRA(558); FIP1L1(178)
Myeloid and lymphoid neoplasms associated with PDGFRA rearrangement,knowledge_full,2,2,1.0,368.0,368.0,520.0,0.25815217391304346,1455.5,0.5,0.5,1.0,PDGFRA(558); FIP1L1(178)
Primary polycythemia,knowledge_full,6,6,1.0,367.0,461.8,916.0,0.34452143785188394,1009.5,0.4,0.9,0.9,VHL(916); VHL(916); EPAS1(634); EPAS1(634); EPO(474)
Polycythemia,knowledge_full,6,6,1.0,367.0,461.8,916.0,0.34452143785188394,1009.5,0.4,0.9,0.9,VHL(916); VHL(916); EPAS1(634); EPAS1(634); EPO(474)
ICD10:D75,knowledge_full,6,6,1.0,367.0,461.8,916.0,0.34452143785188394,1009.5,0.4,0.9,0.9,VHL(916); VHL(916); EPAS1(634); EPAS1(634); EPO(474)
ICD10:D750,knowledge_full,6,6,1.0,367.0,461.8,916.0,0.34452143785188394,1009.5,0.4,0.9,0.9,VHL(916); VHL(916); EPAS1(634); EPAS1(634); EPO(474)
Chromosome 2q37 deletion syndrome,knowledge_full,1,1,1.0,366.0,366.0,366.0,0.0,846.0,0.0,1.0,1.0,HDAC4(366)
Acute necrotizing encephalitis,knowledge_full,1,1,1.0,366.0,366.0,366.0,0.0,848.0,0.0,1.0,1.0,RANBP2(366)
Encephalitis,knowledge_full,1,1,1.0,366.0,366.0,366.0,0.0,848.0,0.0,1.0,1.0,RANBP2(366)
Alpha thalassemia,knowledge_full,3,3,1.0,364.0,459.6666666666667,612.8,0.16195310611554273,854.0,0.3333333333333333,1.0,1.0,HBA1(675); ATRX(364); HBA2(340)
ICD10:D560,knowledge_full,3,3,1.0,364.0,459.6666666666667,612.8,0.16195310611554273,854.0,0.3333333333333333,1.0,1.0,HBA1(675); ATRX(364); HBA2(340)
Alpha thalassemia-X-linked intellectual disability syndrome,knowledge_full,1,1,1.0,364.0,364.0,364.0,0.0,854.0,0.0,1.0,1.0,ATRX(364)
Hereditary hemorrhagic telangiectasia,knowledge_full,4,4,1.0,363.5,445.25,799.4000000000001,0.3732453677709152,1334.0,0.5,0.5,1.0,SMAD4(914); ENG(532); ACVRL1(195); GDF2(140)
ICD10:O,knowledge_full,37,37,1.0,361.0,497.3777777777778,1293.8000000000002,0.41879287919856234,860.0,0.28888888888888886,0.8222222222222222,0.9777777777777777,F2(1486); F2(1486); F2(1486); F5(1343); F5(1343)
ICD10:D68,knowledge_full,7,7,1.0,361.0,551.0,1157.0,0.4107559539242195,860.0,0.2857142857142857,0.8571428571428571,1.0,F5(1343); VWF(1033); F7(483); F13A1(361); F10(320)
ICD10:D682,knowledge_full,5,5,1.0,361.0,517.2,999.0,0.4162412993039443,860.0,0.2,0.8,1.0,F5(1343); F7(483); F13A1(361); F10(320); F13B(79)
Dubin-Johnson syndrome,knowledge_full,1,1,1.0,361.0,361.0,361.0,0.0,861.0,0.0,1.0,1.0,ABCC2(361)
ICD10:E806,knowledge_full,1,1,1.0,361.0,361.0,361.0,0.0,861.0,0.0,1.0,1.0,ABCC2(361)
Autosomal dominant hypocalcemia,knowledge_full,2,2,1.0,360.0,360.0,500.0,0.24305555555555558,1411.0,0.5,0.5,1.0,CASR(535); GNA11(185)
Autoimmune disease,knowledge_full,136,136,1.0,358.0,815.7453703703703,2215.0,0.5960389670719067,872.0,0.42592592592592593,0.7175925925925926,0.9629629629629629,TNF(6439); TNF(6439); TNF(6439); IL6(5459); IL6(5459)
Alagille syndrome,knowledge_full,3,3,1.0,358.0,269.3333333333333,378.0,0.26072607260726066,869.0,0.0,0.6666666666666666,1.0,NOTCH2(383); JAG1(358); ABCA2(67)
ICD10:Q44,knowledge_full,3,3,1.0,358.0,269.3333333333333,378.0,0.26072607260726066,869.0,0.0,0.6666666666666666,1.0,NOTCH2(383); JAG1(358); ABCA2(67)
ICD10:Q447,knowledge_full,3,3,1.0,358.0,269.3333333333333,378.0,0.26072607260726066,869.0,0.0,0.6666666666666666,1.0,NOTCH2(383); JAG1(358); ABCA2(67)
Carpal tunnel syndrome,knowledge_full,8,8,1.0,355.5,608.375,1280.1999999999998,0.5362389562358743,1283.5,0.375,0.5,0.875,GSTM1(2270); COL1A1(856); TTR(663); IL6R(505); COL5A1(206)
Nerve compression syndrome,knowledge_full,8,8,1.0,355.5,608.375,1280.1999999999998,0.5362389562358743,1283.5,0.375,0.5,0.875,GSTM1(2270); COL1A1(856); TTR(663); IL6R(505); COL5A1(206)
ICD10:G56,knowledge_full,8,8,1.0,355.5,608.375,1280.1999999999998,0.5362389562358743,1283.5,0.375,0.5,0.875,GSTM1(2270); COL1A1(856); TTR(663); IL6R(505); COL5A1(206)
ICD10:G560,knowledge_full,8,8,1.0,355.5,608.375,1280.1999999999998,0.5362389562358743,1283.5,0.375,0.5,0.875,GSTM1(2270); COL1A1(856); TTR(663); IL6R(505); COL5A1(206)
Blood coagulation disease,knowledge_full,29,29,1.0,353.0,500.9189189189189,1343.0,0.44661236179526886,884.0,0.2702702702702703,0.7837837837837838,0.972972972972973,F2(1486); F2(1486); F2(1486); F5(1343); F5(1343)
ICD10:O7,knowledge_full,29,29,1.0,353.0,500.9189189189189,1343.0,0.44661236179526886,884.0,0.2702702702702703,0.7837837837837838,0.972972972972973,F2(1486); F2(1486); F2(1486); F5(1343); F5(1343)
ICD10:O72,knowledge_full,29,29,1.0,353.0,500.9189189189189,1343.0,0.44661236179526886,884.0,0.2702702702702703,0.7837837837837838,0.972972972972973,F2(1486); F2(1486); F2(1486); F5(1343); F5(1343)
ICD10:O723,knowledge_full,29,29,1.0,353.0,500.9189189189189,1343.0,0.44661236179526886,884.0,0.2702702702702703,0.7837837837837838,0.972972972972973,F2(1486); F2(1486); F2(1486); F5(1343); F5(1343)
Hyperinsulinemic hypoglycemia,knowledge_full,9,9,1.0,353.0,366.6666666666667,550.4,0.21003367003367007,883.0,0.2222222222222222,0.8888888888888888,1.0,HNF4A(592); HNF1A(540); KCNJ11(423); UCP2(394); GCK(353)
Hypoglycemia,knowledge_full,9,9,1.0,353.0,366.6666666666667,550.4,0.21003367003367007,883.0,0.2222222222222222,0.8888888888888888,1.0,HNF4A(592); HNF1A(540); KCNJ11(423); UCP2(394); GCK(353)
ICD10:E16,knowledge_full,9,9,1.0,353.0,366.6666666666667,550.4,0.21003367003367007,883.0,0.2222222222222222,0.8888888888888888,1.0,HNF4A(592); HNF1A(540); KCNJ11(423); UCP2(394); GCK(353)
ICD10:E162,knowledge_full,9,9,1.0,353.0,366.6666666666667,550.4,0.21003367003367007,883.0,0.2222222222222222,0.8888888888888888,1.0,HNF4A(592); HNF1A(540); KCNJ11(423); UCP2(394); GCK(353)
Permanent neonatal diabetes mellitus,knowledge_full,5,5,1.0,353.0,460.4,787.8000000000001,0.31120764552562985,883.0,0.2,0.8,1.0,INS(1031); KCNJ11(423); GCK(353); ABCC8(296); PDX1(199)
Neonatal diabetes,knowledge_full,5,5,1.0,353.0,460.4,787.8000000000001,0.31120764552562985,883.0,0.2,0.8,1.0,INS(1031); KCNJ11(423); GCK(353); ABCC8(296); PDX1(199)
Paget's disease of bone,knowledge_full,5,5,1.0,351.0,514.2,949.2,0.3807078957604045,896.0,0.4,0.8,1.0,SQSTM1(1046); TNFRSF11B(804); PFN1(351); TNFRSF11A(291); ZNF687(79)
Mowat-Wilson syndrome,knowledge_full,1,1,1.0,350.0,350.0,350.0,0.0,902.0,0.0,1.0,1.0,ZEB2(350)
Autoimmune disease of gastrointestinal tract,knowledge_full,8,8,1.0,349.0,770.75,1859.6,0.5303276029841064,980.0,0.375,0.75,1.0,ABCB1(2568); HLA-DQB1(1556); HLA-DQA1(838); IL23R(413); IRF5(285)
Restrictive cardiomyopathy,knowledge_full,5,5,1.0,349.0,332.8,424.4,0.1447115384615385,903.0,0.0,0.8,1.0,TNNT2(448); TNNI3(389); MYH7(349); ACTC1(273); DES(205)
Distal myopathy 1,knowledge_full,1,1,1.0,349.0,349.0,349.0,0.0,903.0,0.0,1.0,1.0,MYH7(349)
Hyaline body myopathy,knowledge_full,1,1,1.0,349.0,349.0,349.0,0.0,903.0,0.0,1.0,1.0,MYH7(349)
Alpers-Huttenlocher syndrome,knowledge_full,1,1,1.0,349.0,349.0,349.0,0.0,904.0,0.0,1.0,1.0,POLG(349)
Laron syndrome,knowledge_full,1,1,1.0,346.0,346.0,346.0,0.0,920.0,0.0,1.0,1.0,GHR(346)
Congenital myopathy 1A,knowledge_full,1,1,1.0,345.0,345.0,345.0,0.0,926.0,0.0,1.0,1.0,RYR1(345)
Brooke-Spiegler syndrome,knowledge_full,1,1,1.0,345.0,345.0,345.0,0.0,922.0,0.0,1.0,1.0,CYLD(345)
Pituitary adenoma,knowledge_full,1,1,1.0,344.0,344.0,344.0,0.0,927.0,0.0,1.0,1.0,PRL(344)
Prolactinoma,knowledge_full,1,1,1.0,344.0,344.0,344.0,0.0,927.0,0.0,1.0,1.0,PRL(344)
Functioning pituitary adenoma,knowledge_full,1,1,1.0,344.0,344.0,344.0,0.0,927.0,0.0,1.0,1.0,PRL(344)
Pituitary gland benign neoplasm,knowledge_full,1,1,1.0,344.0,344.0,344.0,0.0,927.0,0.0,1.0,1.0,PRL(344)
Adenoma,knowledge_full,1,1,1.0,344.0,344.0,344.0,0.0,927.0,0.0,1.0,1.0,PRL(344)
VEXAS syndrome,knowledge_full,1,1,1.0,343.0,343.0,343.0,0.0,931.0,0.0,1.0,1.0,UBA1(343)
X-linked spinal muscular atrophy 2,knowledge_full,1,1,1.0,343.0,343.0,343.0,0.0,931.0,0.0,1.0,1.0,UBA1(343)
Carney complex,knowledge_full,1,1,1.0,343.0,343.0,343.0,0.0,934.0,0.0,1.0,1.0,PRKAR1A(343)
Microcytic anemia,knowledge_full,7,7,1.0,340.0,356.0,753.4000000000001,0.44519605595047007,944.0,0.2857142857142857,0.5714285714285714,1.0,HBB(871); HBA1(675); ATRX(364); HBA2(340); ABCB7(103)
Acute myeloid leukemia,knowledge_full,17,17,1.0,338.0,628.5882352941177,1165.0,0.5113122171945701,951.0,0.4117647058823529,0.5882352941176471,1.0,KRAS(3044); KIT(1171); NPM1(1161); RUNX1(931); FLT3(833)
ICD10:C920,knowledge_full,17,17,1.0,338.0,628.5882352941177,1165.0,0.5113122171945701,951.0,0.4117647058823529,0.5882352941176471,1.0,KRAS(3044); KIT(1171); NPM1(1161); RUNX1(931); FLT3(833)
Acute promyelocytic leukemia,knowledge_full,7,7,1.0,338.0,459.42857142857144,874.2000000000002,0.39632196162046907,951.0,0.2857142857142857,0.7142857142857143,1.0,NPM1(1161); PML(683); RARA(466); NUMA1(338); STAT5B(328)
Cyclic hematopoiesis,knowledge_full,1,1,1.0,336.0,336.0,336.0,0.0,961.0,0.0,1.0,1.0,ELANE(336)
Junctional epidermolysis bullosa with pyloric atresia,knowledge_full,3,3,1.0,335.0,339.3333333333333,359.0,0.030779305828421737,963.0,0.0,1.0,1.0,ITGA6(365); PLEC(335); ITGB4(318)
Miller-Dieker lissencephaly syndrome,knowledge_full,3,3,1.0,335.0,382.6666666666667,547.0,0.2247386759581881,966.0,0.3333333333333333,1.0,1.0,YWHAE(600); CRK(335); PAFAH1B1(213)
MASA syndrome,knowledge_full,1,1,1.0,334.0,334.0,334.0,0.0,971.0,0.0,1.0,1.0,L1CAM(334)
Central diabetes insipidus,knowledge_full,1,1,1.0,333.0,333.0,333.0,0.0,977.0,0.0,1.0,1.0,AVP(333)
Pendred Syndrome,knowledge_full,1,1,1.0,331.0,331.0,331.0,0.0,985.0,0.0,1.0,1.0,SLC26A4(331)
Machado-Joseph disease,knowledge_full,1,1,1.0,331.0,331.0,331.0,0.0,987.0,0.0,1.0,1.0,ATXN3(331)
Cell type benign neoplasm,knowledge_full,8,8,1.0,330.0,422.375,816.6,0.3158848771825984,995.0,0.25,0.875,1.0,VHL(916); ACTB(774); ACTG1(388); PRL(344); KRT5(316)
SOST-related sclerosing bone dysplasia,knowledge_full,1,1,1.0,330.0,330.0,330.0,0.0,989.0,0.0,1.0,1.0,SOST(330)
